Construction,Direction,District,Floor,Garden,Height,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
塔楼,南西北,先锋路商圈,低楼层,长安城,7,1.02103E+11,3室1厅,140,道外,精装,80,否,否,17500
板塔结合,南,哈西商圈,低楼层,南郡·香醍雅诺,16,1.02103E+11,1室1厅,140,南岗,精装,84.3,是,否,16604
板楼,南北,群力新区,中楼层,中海寰宇天下,33,1.02104E+11,2室1厅,140,道里,其他,89,否,否,15731
板楼,南北,省医院商圈,高楼层,中北春城,7,1.02104E+11,2室1厅,140,香坊,其他,89.6,否,否,15626
板楼,南北,省医院商圈,高楼层,融创·四季印像,34,1.02104E+11,2室1厅,140,香坊,毛坯,90,否,否,15556
板楼,南北,平房商圈,低楼层,南城明珠,6,1.02104E+11,2室1厅,140,平房,其他,90,否,否,15556
板楼,南北,平房商圈,低楼层,南城明珠,6,1.02104E+11,2室1厅,140,平房,其他,90,否,否,15556
板楼,南北,哈西商圈,中楼层,爱达·壹号,31,1.02104E+11,2室2厅,140,南岗,简装,91,是,否,15385
板楼,东南北,动力区,低楼层,天悦小区,4,1.02103E+11,2室1厅,140,香坊,其他,91.6,否,否,15279
板楼,南北,群力新区,中楼层,恒大天地人和,31,1.02103E+11,2室1厅,140,道里,精装,92.1,否,否,15201
板楼,南北,哈南商圈,低楼层,鲁商·松江新城,24,1.02104E+11,2室1厅,140,南岗,精装,94,否,否,14894
板楼,西南,群力新区,高楼层,财智公馆,32,1.02103E+11,3室1厅,140,道里,其他,99,否,否,14142
板楼,南北,南岗会展商圈,高楼层,泰山小区,7,1.02104E+11,2室1厅,140,道外,其他,100,否,否,14000
板楼,南北,安埠商圈,低楼层,罗马公元,32,1.02104E+11,2室1厅,140,香坊,其他,101,否,否,13862
板楼,南北,动力区,中楼层,金瑞林城,26,1.02104E+11,2室1厅,140,香坊,简装,104,否,否,13462
板楼,南北,松北世贸大道,高楼层,钻石湾,27,1.02104E+11,2室1厅,140,松北,其他,105,否,否,13334
板楼,南西,哈特百脑汇教化工大,高楼层,桥北新城,17,1.02104E+11,2室1厅,140,南岗,简装,105,否,否,13334
板楼,南北,群力新区,高楼层,群力家园D区,26,1.02104E+11,2室1厅,140,道里,其他,105,否,否,13334
板楼,东西,玛克威,高楼层,滨江新城好民居,30,1.02104E+11,2室1厅,140,道外,精装,105.3,否,否,13297
板楼,南北东,先锋路商圈,低楼层,远大中央公园,27,1.02103E+11,2室1厅,140,道外,简装,106,否,否,13208
板楼,南北,松北世贸大道,高楼层,万达·秀园,49,1.02103E+11,2室1厅,140,松北,精装,107.8,否,否,12983
板楼,南北,南马校,高楼层,中财雅典城,12,1.02103E+11,2室1厅,140,道外,简装,108.8,否,否,12872
板塔结合,南北,安埠商圈,中楼层,果园星城D区,16,1.02104E+11,2室1厅,140,香坊,精装,110,否,否,12728
板楼,东南西,工农大街,中楼层,阳光印象,31,1.02104E+11,3室2厅,140,道里,精装,110,否,否,12728
板楼,南北,安埠商圈,中楼层,安埠小区北区,8,1.02104E+11,2室1厅,140,香坊,精装,112,否,否,12500
板楼,南北,建国公园,低楼层,紫金城,22,1.02103E+11,2室1厅,140,道里,其他,112,否,否,12500
板塔结合,东南,兆麟校,低楼层,景江名苑,30,1.02103E+11,2室1厅,140,道外,精装,112.1,否,否,12487
板楼,南北,群力新区,高楼层,中海寰宇天下,21,1.02104E+11,3室1厅,140,道里,毛坯,113,否,否,12390
板塔结合,南北,太平商圈,中楼层,上和城,18,1.02102E+11,2室1厅,140,道外,精装,113,是,否,12390
塔楼,南北,经纬街,高楼层,经纬四道街,7,1.02104E+11,3室1厅,140,道里,其他,113.2,否,否,12368
板楼,南北,群力新区,高楼层,群力家园F区,26,1.02104E+11,2室1厅,140,道里,其他,114.1,否,否,12266
板楼,南北,南马校,高楼层,中财雅典城,8,1.02104E+11,2室1厅,140,道外,简装,115,否,否,12174
板塔结合,南北,靖宇公园,中楼层,青年城邦小区,32,1.02104E+11,2室1厅,140,道外,精装,118,否,否,11865
板楼,东西,省医院商圈,低楼层,中北春城,7,1.02104E+11,2室1厅,140,香坊,精装,118,否,否,11865
板楼,东西,南岗会展商圈,中楼层,红旗示范新区,9,1.02104E+11,3室1厅,140,南岗,简装,118,否,否,11865
板楼,南北,哈特百脑汇教化工大,中楼层,曲线街,8,1.02103E+11,3室2厅,140,南岗,其他,119,是,否,11765
塔楼,东北,先锋路商圈,高楼层,嵩山国际,31,1.02104E+11,3室2厅,140,南岗,精装,120,否,否,11670
板楼,南北,松北世贸大道,中楼层,世茂蓝屿(世茂滨江新城三期),20,1.02101E+11,2室2厅,140,松北,简装,120,否,否,11667
板楼,北西东,群力新区,中楼层,海富康城,18,1.02104E+11,2室2厅,140,道里,其他,120,否,否,11667
板塔结合,南北,爱建,高楼层,经纬十二道街,7,1.02103E+11,3室1厅,140,道里,简装,120.5,否,否,11619
板塔结合,南北,安埠商圈,中楼层,果园星城B区,16,1.02104E+11,2室1厅,140,香坊,其他,125,否,否,11200
板楼,南北,安埠商圈,低楼层,家园新城,33,1.02104E+11,2室1厅,140,香坊,精装,125,否,否,11200
板楼,南北,南岗会展商圈,中楼层,珠江香城,7,1.02103E+11,3室1厅,140,香坊,精装,125.8,否,否,11129
板楼,南北,群力新区,中楼层,河政花园（公务员小区）,7,1.02103E+11,3室2厅,140,道里,其他,126,否,否,11112
板楼,南北,群力新区,低楼层,锦江绿色家园,3,1.02103E+11,2室2厅,140,道里,其他,126.2,否,否,11096
板楼,南北,群力新区,低楼层,远大都市明珠南区,17,1.02104E+11,2室1厅,140,道里,其他,128.4,否,否,10902
塔楼,东南,海城市场商圈,中楼层,恒运花园,28,1.02104E+11,2室2厅,140,南岗,简装,128.8,是,否,10866
板塔结合,南北,顾乡大街,低楼层,美晨家园,18,1.02104E+11,3室2厅,140,道里,其他,131,否,否,10688
板楼,南北,太古商圈,高楼层,太古新天地,18,1.02104E+11,2室1厅,140,道外,精装,131.2,否,否,10667
板楼,南北,西大桥商圈,高楼层,汉林美苑,7,1.02104E+11,2室2厅,140,南岗,其他,131.4,否,否,10658
板楼,南北,玛克威,高楼层,滨江新城好民居,31,1.02102E+11,2室1厅,140,道外,精装,133,是,否,10527
板楼,东南北,动力区,低楼层,绿海华庭,16,1.02104E+11,3室2厅,140,香坊,精装,134,否,否,10448
板楼,东西,省医院商圈,高楼层,民香小区,7,1.02102E+11,3室1厅,140,香坊,精装,135,否,否,10371
板楼,东西,省医院商圈,中楼层,民香小区,8,1.02102E+11,2室1厅,140,香坊,简装,135,否,否,10371
板楼,南北,群力新区,中楼层,熙郡印象馨园,16,1.02103E+11,2室1厅,140,道里,其他,135,否,否,10371
板楼,南北,中央大街,中楼层,红专街,7,1.02104E+11,3室1厅,140,道里,其他,135.8,否,否,10312
板楼,南北,群力新区,高楼层,锦江绿色家园,7,1.02104E+11,3室2厅,140,道里,其他,137,否,否,10219
暂无数据,东西,文政新区商圈,高楼层,华侨名苑（军体小区）,9,1.02104E+11,3室1厅,140,香坊,其他,140,否,否,10000
板楼,南北,团结萧红校哈站北秀宾馆,中楼层,满洲里街,7,1.02104E+11,3室1厅,140,南岗,其他,141.5,是,否,9897
暂无数据,南北,革新教堂,中楼层,革新街,7,1.02102E+11,5室1厅,140,南岗,精装,143.8,否,否,9736
暂无数据,南北,阿城商圈,低楼层,金源世家,5,1.02103E+11,3室2厅,140,阿城区,其他,164,否,否,8537
板塔结合,南北,建国公园,中楼层,通达馨园,7,1.02103E+11,3室2厅,140,道里,精装,164.1,否,否,8531
板楼,南西北,文政新区商圈,中楼层,乐安小区,8,1.02104E+11,3室2厅,140,香坊,简装,164.7,否,否,8502
塔楼,南北,群力新区,高楼层,运华广场道里区,17,1.02102E+11,3室2厅,140,道里,简装,165,否,否,8485
板楼,南北,阿拉伯广场,高楼层,黑航住宅小区东区,6,1.02103E+11,4室2厅,140,道外,精装,167.4,否,否,8365
板楼,南北,南岗分局十三中,中楼层,天顺香都,8,1.02102E+11,4室2厅,140,南岗,简装,178,否,否,7866
板楼,南北,菜艺商圈,高楼层,军转小区,7,1.02103E+11,3室2厅,140,香坊,精装,179,否,否,7822
板楼,南北,群力新区,中楼层,锦江绿色家园,8,1.02102E+11,3室1厅,140,道里,其他,183,否,否,7651
塔楼,东北,南岗分局十三中,中楼层,紫金相府,19,1.02104E+11,3室2厅,140,南岗,精装,192.8,否,否,7260
板楼,南北,动力区,高楼层,招商诺丁山二期,7,1.02104E+11,5室2厅,140,香坊,其他,198,否,否,7071
板塔结合,南北,群力新区,中楼层,锦江绿色家园,7,1.02103E+11,4室2厅,140,道里,精装,200,否,否,7000
板楼,南北,菜艺商圈,高楼层,四史街,5,1.02102E+11,3室1厅,140,香坊,简装,210,否,否,6667
板楼,东西,兆麟校,高楼层,买卖街,11,1.02102E+11,4室2厅,140,道里,精装,210,否,否,6667
板楼,东西,群力新区,高楼层,锦江绿色家园,7,1.02103E+11,3室2厅,140,道里,简装,212,否,否,6604
板塔结合,南北,哈特百脑汇教化工大,高楼层,教化二街区,7,1.02101E+11,4室3厅,140,南岗,精装,213,是,否,6573
板楼,南北,船舶军工,低楼层,极乐小区（哈铁文化住宅小区）,8,1.02104E+11,3室2厅,140,南岗,精装,225,否,否,6222
板楼,东北南,动力区,中楼层,美罗湾二期,6,1.02103E+11,5室2厅,140,香坊,其他,229.8,否,否,6091
板楼,东西,动力区,高楼层,恒大御景湾,25,1.02104E+11,3室1厅,139.9,香坊,精装,103,否,否,13583
板楼,南北,群力新区,低楼层,群力家园k区,26,1.02104E+11,2室2厅,139.9,道里,精装,110,否,否,12719
板楼,南北,南马校,高楼层,中财雅典城,16,1.02104E+11,2室1厅,139.9,道外,精装,110,否,否,12717
板塔结合,南,爱建,低楼层,梧桐花园,10,1.02102E+11,1室2厅,139.8,道里,简装,69,否,否,20261
板楼,东南,群力新区,高楼层,恒大天地人和,31,1.02104E+11,2室1厅,139.8,道里,其他,91.8,否,否,15236
板楼,南北,群力新区,低楼层,恒盛皇家花园,32,1.02104E+11,2室1厅,139.8,道里,其他,93,否,否,15033
板楼,东南,海城市场商圈,低楼层,文道花园,21,1.02104E+11,2室2厅,139.8,南岗,其他,102,否,否,13706
板塔结合,东西,群力新区,高楼层,海富康城,18,1.02102E+11,2室2厅,139.8,道里,精装,127.7,否,否,10951
板塔结合,南北,安埠商圈,中楼层,东滨广场,24,1.02103E+11,2室1厅,139.8,香坊,简装,130,否,否,10754
板楼,南北,哈尔滨新区,低楼层,辰能·溪树河谷,11,1.02104E+11,3室1厅,139.8,呼兰区,精装,153,否,否,9138
板楼,南北,动力区,高楼层,大庆副路,6,1.02103E+11,3室1厅,139.8,香坊,简装,155,否,否,9020
板楼,南北,动力区,中楼层,翠海花园,7,1.02104E+11,3室2厅,139.8,香坊,精装,159.8,否,否,8747
板楼,南北,群力新区,低楼层,群力家园E区,26,1.02104E+11,2室1厅,139.6,道里,其他,112,否,否,12465
板楼,南北,哈西商圈,低楼层,西典家园北区,17,1.02101E+11,2室2厅,139.5,南岗,简装,122.6,否,否,11383
板楼,南北,群力新区,中楼层,河政花园（公务员小区）,7,1.02104E+11,3室2厅,139.5,道里,简装,126.7,否,否,11011
板楼,南北,群力新区,高楼层,招商贝肯山二期,30,1.02104E+11,2室1厅,139,道里,其他,81,否,否,17161
板楼,南北,哈南商圈,中楼层,鲁商·松江新城,30,1.02103E+11,2室2厅,139,南岗,精装,94,否,否,14788
板楼,东南北,哈西商圈,高楼层,涧桥西畔,29,1.02104E+11,2室1厅,139,南岗,简装,95,是,否,14632
板楼,南北,海城市场商圈,中楼层,文海溪畔,32,1.02104E+11,2室1厅,139,南岗,精装,99.8,否,否,13928
板楼,南北东,景阳商城南极市场,低楼层,南极国际,30,1.02104E+11,2室1厅,139,道外,其他,100,否,否,13900
板塔结合,南西,公路大桥,高楼层,金凯国际,30,1.02104E+11,2室1厅,139,道里,简装,104,否,否,13366
板楼,南北,群力新区,低楼层,恒大帝景,24,1.02104E+11,3室1厅,139,道里,其他,108,否,否,12871
板塔结合,南北,西大桥商圈,低楼层,汉阳街,8,1.02102E+11,2室1厅,139,南岗,精装,108,否,否,12871
板楼,南北,顾乡大街,低楼层,郁金台,33,1.02104E+11,2室1厅,139,道里,精装,110.3,否,否,12602
塔楼,东南,团结萧红校哈站北秀宾馆,高楼层,货栈街,17,1.02102E+11,2室1厅,139,南岗,精装,112.4,是,否,12364
板楼,南北,西大桥商圈,低楼层,欧洲新城,34,1.02104E+11,2室1厅,139,道里,简装,114,否,否,12198
板楼,南北,群力新区,低楼层,群力家园B区,25,1.02104E+11,2室2厅,139,道里,其他,114.6,否,否,12130
板楼,南北,工农大街,高楼层,翡翠城,32,1.02104E+11,2室2厅,139,道里,精装,117.7,否,否,11810
板塔结合,东南,动力区,中楼层,春江名都,35,1.02102E+11,2室1厅,139,香坊,毛坯,120,否,否,11584
板楼,南北,松北世贸大道,高楼层,万达华园,33,1.02103E+11,3室2厅,139,松北,毛坯,121,否,否,11486
板塔结合,南北西,顾乡大街,高楼层,美晨家园,18,1.02104E+11,3室1厅,139,道里,精装,131,否,否,10611
板楼,东西北,太平商圈,中楼层,松电小区,7,1.02104E+11,3室1厅,139,道外,其他,139,是,否,10000
板楼,南北,群力新区,高楼层,运华广场道里区,7,1.02103E+11,3室3厅,139,道里,精装,220.2,否,否,6313
板楼,南北,动力区,中楼层,瀾悦東方,23,1.02104E+11,2室1厅,138.8,香坊,精装,93,否,否,14925
板楼,南北,哈南商圈,中楼层,鲁商·松江新城,30,1.02104E+11,2室2厅,138.8,南岗,精装,93.8,否,否,14798
板楼,南北,哈南商圈,中楼层,鲁商·松江新城,24,1.02104E+11,2室1厅,138.8,南岗,精装,94,否,否,14766
板楼,东西,哈南商圈,低楼层,英伦名邸,18,1.02102E+11,2室2厅,138.8,南岗,精装,108.7,否,否,12771
板楼,南北,群力新区,中楼层,康泰嘉园,24,1.02104E+11,2室1厅,138.8,道里,其他,128.1,否,否,10837
板楼,东西,动力区,低楼层,乐松小区,18,1.02104E+11,2室1厅,138.8,香坊,精装,140,否,否,9915
板塔结合,南,哈西商圈,低楼层,巴黎第五区,31,1.02102E+11,2室2厅,138.6,南岗,简装,92.6,否,否,14963
板楼,南北,玛克威,低楼层,滨江新城好民居,31,1.02104E+11,3室1厅,138.5,道外,精装,147.6,是,否,9385
板楼,西,省医院商圈,中楼层,民生路,7,1.02103E+11,2室1厅,138,香坊,精装,71.9,否,否,19191
板楼,南北,西大桥商圈,低楼层,汉林美苑,7,1.02104E+11,2室1厅,138,南岗,其他,78,否,否,17693
板楼,南北,花园铁岭继红校,中楼层,辽阳街,7,1.02102E+11,3室1厅,138,南岗,简装,78.7,是,否,17544
板楼,南北,省医院商圈,高楼层,中北春城,7,1.02103E+11,2室1厅,138,香坊,精装,90.3,否,否,15285
板楼,东南,群力新区,高楼层,恒大天地人和,31,1.02104E+11,2室1厅,138,道里,精装,93.8,否,否,14710
板楼,南北,哈南商圈,低楼层,鲁商·松江新城,30,1.02104E+11,2室1厅,138,南岗,精装,94,否,否,14681
板楼,南北,哈南商圈,低楼层,鲁商·松江新城,30,1.02104E+11,2室1厅,138,南岗,精装,94,否,否,14681
板楼,南北,先锋路商圈,低楼层,富达蓝山,33,1.02104E+11,2室1厅,138,道外,简装,94.5,否,否,14597
板楼,南北,群力新区,高楼层,保利城,33,1.02104E+11,2室1厅,138,道里,简装,95,否,否,14527
塔楼,东南,船舶军工,高楼层,润达国际,31,1.02104E+11,2室1厅,138,道外,简装,97,是,否,14221
板楼,西南,新发小区大润发,高楼层,海富名都城,16,1.02104E+11,2室1厅,138,南岗,其他,97.6,否,否,14140
板楼,南,南岗会展商圈,低楼层,优度社区,26,1.02103E+11,2室1厅,138,香坊,简装,98,否,否,14081
板楼,南北,西大桥商圈,低楼层,教育学院家属楼,7,1.02104E+11,2室1厅,138,南岗,其他,100,否,否,13800
板楼,南北,先锋路商圈,低楼层,裕赐俯季,32,1.02103E+11,2室1厅,138,道外,毛坯,100,否,否,13800
板楼,东南,西大桥商圈,中楼层,中盛小区,17,1.02104E+11,2室1厅,138,南岗,精装,100,否,否,13800
板楼,南,群力新区,高楼层,星光耀广场二期,31,1.02104E+11,2室1厅,138,道里,其他,101,否,否,13664
板楼,南北,群力新区,高楼层,星光耀广场二期,31,1.02104E+11,2室2厅,138,道里,简装,101,否,否,13664
板塔结合,南北东,爱建,高楼层,中兴家园,32,1.02104E+11,2室1厅,138,道里,精装,102,否,否,13530
板楼,南北,安埠商圈,中楼层,罗马公元,32,1.02104E+11,2室1厅,138,香坊,精装,103,否,否,13399
板楼,南东,海城市场商圈,低楼层,文道花园,21,1.02104E+11,2室1厅,138,南岗,其他,103,否,否,13399
板楼,南北,先锋路商圈,低楼层,药六嘉园,7,1.02103E+11,2室1厅,138,道外,简装,103,否,否,13399
板楼,南北,哈西商圈,高楼层,领域佳境,16,1.02104E+11,2室2厅,138,南岗,精装,105,否,否,13143
板楼,东南北,先锋路商圈,中楼层,远大中央公园,23,1.02104E+11,2室1厅,138,道外,精装,106,否,否,13019
板楼,东西,工农大街,中楼层,翡翠城,24,1.02102E+11,2室1厅,138,道里,精装,107,否,否,12898
板楼,南北,哈西商圈,高楼层,东辉明珠园,6,1.02102E+11,2室1厅,138,南岗,精装,108,否,否,12778
板楼,西南,动力区,中楼层,恒大御景湾,23,1.02104E+11,3室1厅,138,香坊,其他,108,否,否,12778
板楼,南北,群力新区,高楼层,群力家园k区,26,1.02104E+11,2室1厅,138,道里,精装,110,否,否,12546
板楼,南北,南岗会展商圈,低楼层,泰鑫国典,31,1.02104E+11,2室1厅,138,道外,精装,111.4,否,否,12392
板楼,南北,群力新区,中楼层,群力家园E区,26,1.02104E+11,2室1厅,138,道里,精装,112,否,否,12322
板楼,南北,群力新区,中楼层,群力家园E区,26,1.02104E+11,2室1厅,138,道里,其他,113,否,否,12213
板楼,南北,群力新区,低楼层,群力家园A区,26,1.02104E+11,2室1厅,138,道里,其他,113,否,否,12213
板楼,东北南,省医院商圈,高楼层,融创·四季印像,33,1.02104E+11,3室1厅,138,香坊,其他,115,否,否,12000
板楼,南北,群力新区,中楼层,群力家园B区,26,1.02104E+11,2室2厅,138,道里,其他,115,否,否,12000
板楼,西南,南岗会展商圈,中楼层,泰山小区,8,1.02104E+11,3室1厅,138,道外,其他,116.6,否,否,11834
板楼,南北,顾乡大街,中楼层,新天地家园,7,1.02104E+11,3室2厅,138,道里,其他,117,否,否,11795
塔楼,东,龙塔,低楼层,哈尔滨工业大学建筑科技大厦,33,1.02103E+11,2室1厅,138,南岗,简装,119.6,否,否,11534
板楼,南北,哈东站商圈,低楼层,橄榄城,18,1.02104E+11,3室1厅,138,道外,其他,124,是,否,11130
板楼,南北,松北世贸大道,低楼层,红星威尼斯庄园,8,1.02103E+11,3室2厅,138,松北,毛坯,124.5,否,否,11083
板楼,北南东,建国公园,中楼层,宝融上元府邸,34,1.02104E+11,2室1厅,138,道里,精装,125.1,否,否,11033
板楼,南北,文政新区商圈,高楼层,新启街,6,1.02102E+11,3室2厅,138,香坊,简装,127,否,否,10867
板楼,南北,万达商圈,中楼层,鸿翔名苑,16,1.02104E+11,2室1厅,138,南岗,简装,130,否,否,10616
板塔结合,南北,群力新区,低楼层,海富康城,7,1.02102E+11,3室1厅,138,道里,精装,130,否,否,10616
板塔结合,南北,西大桥商圈,中楼层,通达街47号,7,1.02103E+11,2室2厅,138,南岗,简装,131.6,否,否,10487
板楼,南北,动力区,低楼层,恒大御景湾,26,1.02104E+11,3室1厅,138,香坊,其他,133,否,否,10376
板楼,南北,动力区,低楼层,恒大御景湾,26,1.02103E+11,3室1厅,138,香坊,毛坯,134,否,否,10299
塔楼,南西南,西大桥商圈,中楼层,苗圃小区,18,1.02103E+11,2室1厅,138,南岗,简装,135.8,否,否,10162
板楼,南北,平房商圈,高楼层,凯盛源▪玖郡,7,1.02103E+11,3室2厅,138,平房,其他,140,否,否,9858
板楼,南北,哈尔滨新区,高楼层,江霆华府,12,1.02102E+11,2室1厅,138,呼兰区,精装,141.2,否,否,9776
板楼,南北,哈尔滨新区,中楼层,江霆华府,10,1.02103E+11,3室2厅,138,呼兰区,其他,142,否,否,9719
塔楼,东南,万达商圈,低楼层,星河国际湘江路,33,1.02103E+11,3室2厅,138,南岗,毛坯,142,否,否,9719
板楼,南北,南岗分局十三中,高楼层,中植方洲苑,6,1.02101E+11,3室2厅,138,南岗,简装,142,否,否,9719
板塔结合,东西南,爱建,中楼层,工程小区,7,1.02104E+11,3室1厅,138,道里,精装,144,否,否,9584
板楼,南北,南岗会展商圈,高楼层,闽江小区,8,1.02104E+11,3室1厅,138,道外,精装,155,否,否,8904
板楼,东西,南岗分局十三中,中楼层,馨悦家园,7,1.02104E+11,3室1厅,138,南岗,简装,156,否,否,8847
板楼,南北,龙塔,中楼层,吉星商住楼,7,1.02103E+11,3室1厅,138,南岗,简装,156.2,否,否,8834
板塔结合,南北,兆麟校,高楼层,田地街,10,1.02104E+11,3室2厅,138,道里,其他,162,否,否,8519
板楼,东南,公路大桥,中楼层,碧江名苑,25,1.02103E+11,3室1厅,138,道里,简装,162,否,否,8519
板楼,南北,动力区,中楼层,美罗湾三期,5,1.02103E+11,3室2厅,138,香坊,简装,165,否,否,8364
板楼,南北,群力新区,高楼层,运华广场道里区,8,1.02103E+11,4室3厅,138,道里,精装,198,否,否,6970
板楼,东南西,哈西商圈,高楼层,涧桥西畔,25,1.02102E+11,2室1厅,137.8,南岗,简装,100.9,否,否,13659
暂无数据,南北,群力新区,高楼层,海富康城,18,1.02103E+11,2室1厅,137.8,道里,其他,126,否,否,10937
板楼,南北,南岗分局十三中,低楼层,先锋二区段,7,1.02104E+11,2室1厅,137.8,南岗,精装,126.7,否,否,10874
板楼,东南西,动力区,高楼层,海富漫香林,18,1.02103E+11,3室2厅,137.8,香坊,精装,131,否,否,10519
板楼,西,兆麟校,中楼层,买卖街,26,1.02103E+11,2室2厅,137.8,道里,精装,169,否,否,8154
板楼,南北,南岗会展商圈,中楼层,泰山小区,7,1.02104E+11,2室1厅,137.5,道外,其他,102.5,否,否,13415
板楼,南北西,群力新区,中楼层,熙郡印象馨园,18,1.02102E+11,3室2厅,137.5,道里,精装,117,否,否,11753
板楼,东西,工农大街,高楼层,漫步·巴黎,11,1.02103E+11,3室1厅,137,道里,精装,87.7,否,否,15615
板楼,西北,宣西宣庆体院,低楼层,海富金棕榈,32,1.02104E+11,2室1厅,137,南岗,其他,91,否,否,15055
塔楼,西西南,龙塔,高楼层,蓝天荣府,22,1.02104E+11,2室2厅,137,南岗,精装,98.8,否,否,13863
板楼,东南西,先锋路商圈,中楼层,柏悦星城,33,1.02103E+11,2室1厅,137,道外,精装,99,否,否,13839
板楼,南北,哈西商圈,中楼层,凯旋广场,40,1.02102E+11,2室1厅,137,香坊,简装,101,否,否,13565
板楼,南北,建国公园,高楼层,提拉米苏,31,1.02104E+11,2室1厅,137,道里,精装,106.1,否,否,12915
板楼,东西,动力区,中楼层,福缘名苑,7,1.02103E+11,2室2厅,137,香坊,精装,107,否,否,12804
板楼,南北,南十四道街商圈,中楼层,保障华庭四期,9,1.02104E+11,2室2厅,137,道外,毛坯,109.5,否,否,12511
板楼,南北,群力新区,低楼层,群力家园B区,25,1.02104E+11,2室1厅,137,道里,其他,114,否,否,12018
板楼,南北,建国公园,低楼层,紫金城,32,1.02102E+11,2室1厅,137,道里,简装,117,否,否,11710
塔楼,东西,工农大街,高楼层,宜居家园B区,16,1.02104E+11,2室1厅,137,道里,其他,127,否,否,10788
塔楼,东,文政新区商圈,中楼层,龙鑫家园,16,1.02103E+11,2室1厅,137,香坊,其他,136.3,否,否,10051
板楼,西南,花园铁岭继红校,高楼层,阿什河街,8,1.02104E+11,3室1厅,137,南岗,精装,140,是,否,9786
暂无数据,南北,阿城商圈,高楼层,金源世家,5,1.02103E+11,3室2厅,137,阿城区,其他,146,否,否,9384
板楼,东西,师大附小沙曼小区,中楼层,市委党校家属楼,7,1.02101E+11,3室2厅,137,南岗,简装,162,是,否,8457
板楼,南北,群力新区,中楼层,恒祥空间,17,1.02103E+11,2室2厅,136.8,道里,毛坯,97.9,否,否,13977
板楼,南北,尚志公园,高楼层,鸿盛春天,18,1.02101E+11,2室1厅,136.8,香坊,简装,99,否,否,13816
板楼,东南西北,团结萧红校哈站北秀宾馆,低楼层,邮政街(上夹树街),7,1.02104E+11,3室1厅,136.8,南岗,精装,115,是,否,11896
板楼,南北,太平商圈,中楼层,滨江逸品,25,1.02101E+11,3室2厅,136.8,道外,简装,139,是,否,9842
板楼,南北东北,动力区,中楼层,恒大御景湾,26,1.02102E+11,3室2厅,136.5,香坊,精装,112,否,否,12188
板楼,东西,省医院商圈,高楼层,星华街,8,1.02103E+11,2室1厅,136,香坊,精装,58,否,否,23449
板塔结合,东西,省医院商圈,高楼层,亚麻六道街,7,1.02104E+11,2室1厅,136,香坊,其他,71.5,否,否,19021
板塔结合,南西,哈西商圈,低楼层,保利清华颐园,33,1.02102E+11,2室1厅,136,南岗,精装,92,是,否,14783
板楼,东西,花园铁岭继红校,中楼层,阿什河街,8,1.02104E+11,2室1厅,136,南岗,其他,103,是,否,13204
板楼,南北,安埠商圈,低楼层,罗马公元,32,1.02103E+11,2室1厅,136,香坊,精装,103.4,否,否,13153
板楼,南北,哈西商圈,高楼层,天悦国际,30,1.02104E+11,2室1厅,136,南岗,精装,107,否,否,12711
板楼,南北,中央大街,高楼层,红霞街,7,1.02104E+11,3室2厅,136,道里,简装,114.4,否,否,11888
板塔结合,南北,爱建,中楼层,工程街,8,1.02104E+11,3室1厅,136,道里,其他,124,否,否,10969
板楼,南北,太平商圈,中楼层,如意雅居,7,1.02104E+11,3室1厅,136,道外,简装,130,是,否,10462
板塔结合,南北,建国公园,中楼层,通达馨园,7,1.02102E+11,2室1厅,136,道里,精装,132,否,否,10304
塔楼,西北,团结萧红校哈站北秀宾馆,中楼层,上方小区,28,1.02104E+11,3室2厅,136,南岗,简装,135,是,否,10075
板楼,南北,复华校国展工大附中,低楼层,木介街,8,1.02103E+11,3室1厅,136,南岗,精装,136,是,否,10000
板楼,南北,爱建,低楼层,经纬十二道街,2,1.02102E+11,3室2厅,136,道里,精装,138,否,否,9856
板楼,南北,工农大街,高楼层,天薇丽景园,17,1.02104E+11,2室1厅,135.8,道里,其他,89,否,否,15259
板楼,南西,动力区,低楼层,恒大御景湾,26,1.02103E+11,3室2厅,135.8,香坊,简装,108.3,否,否,12540
板楼,南北,安埠商圈,中楼层,轴承名苑,6,1.02101E+11,2室1厅,135.8,香坊,精装,129,否,否,10528
板楼,南北,文政新区商圈,中楼层,龙府家园,11,1.02104E+11,3室1厅,135.8,香坊,精装,129.1,否,否,10523
板楼,西,哈西商圈,中楼层,学府佳苑,7,1.02103E+11,2室2厅,135.8,南岗,简装,146,是,否,9302
板楼,西南,动力区,高楼层,恒大御景湾,26,1.02104E+11,3室2厅,135.4,香坊,精装,108,否,否,12538
板楼,南,西大桥商圈,高楼层,世纪嘉园(南岗区),27,1.02104E+11,2室1厅,135,南岗,精装,76,否,否,17764
板楼,南,西大桥商圈,中楼层,世纪嘉园(南岗区),7,1.02104E+11,2室1厅,135,南岗,其他,77,否,否,17533
板楼,南,群力新区,高楼层,翠湖天地翠园,29,1.02104E+11,1室1厅,135,道里,精装,78,否,否,17308
板楼,南,群力新区,低楼层,翠湖天地翠园,29,1.02104E+11,1室1厅,135,道里,精装,78.8,否,否,17137
板楼,南,花园铁岭继红校,中楼层,鞍山街,8,1.02102E+11,2室1厅,135,南岗,简装,84.2,是,否,16028
