,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1907,板楼,南北,阿城商圈,6,八中生态小区,102103824564 ,2室1厅,18.5,阿城区,其他,66,否,否,6167 
1908,板楼,南,阿城商圈,8,北新字母楼,102101611973 ,2室1厅,20,阿城区,简装,52,否,否,6667 
1909,板塔结合,南,阿城商圈,7,华龙金城,102103592437 ,1室1厅,22,阿城区,简装,42,否,否,7333 
1910,暂无数据,南,阿城商圈,26,福兴家园,102103126149 ,1室1厅,31,阿城区,精装,58,否,否,10333 
1911,板楼,南北,阿城商圈,7,清真寺小区,102103472326 ,2室1厅,30,阿城区,简装,78,否,否,10000 
1912,板楼,东西,阿城商圈,8,金港小区,102101239495 ,2室1厅,23,阿城区,简装,67,否,否,7667 
1913,板楼,南,阿城商圈,7,永泰家园,102103356276 ,1室1厅,22,阿城区,简装,58,否,否,7333 
1914,板楼,南北,阿城商圈,8,金港小区,102101293129 ,2室1厅,23,阿城区,简装,70,否,否,7667 
1915,板楼,南北,阿城商圈,7,平安小区(阿城区),102101737655 ,2室1厅,45,阿城区,简装,109,否,否,15000 
1916,板楼,南北,阿城商圈,6,金源绿洲,102101546082 ,2室1厅,41,阿城区,其他,95,否,否,13667 
1917,板楼,南北,阿城商圈,7,纪检家属楼,102101609113 ,3室1厅,35,阿城区,简装,117,否,否,11667 
1918,板塔结合,南,阿城商圈,23,福兴家园,102103431077 ,1室1厅,30,阿城区,简装,58,否,否,10000 
1919,板楼,北南,阿城商圈,7,松纺小区,102103593909 ,2室1厅,32,阿城区,精装,72,否,否,10667 
1920,板楼,南北,阿城商圈,6,金洋馨苑,102103804875 ,2室1厅,22,阿城区,精装,61,否,否,7333 
1921,板楼,东西,阿城商圈,7,农机公司家属楼,102101368324 ,2室1厅,20,阿城区,精装,67,否,否,6667 
1922,板楼,南北,阿城商圈,7,二蔬菜家属楼,102100888942 ,2室1厅,21,阿城区,简装,70,否,否,7000 
1923,板楼,南北,阿城商圈,6,清真寺小区,102101171897 ,2室1厅,45,阿城区,精装,114,否,否,15000 
1924,暂无数据,南北,阿城商圈,6,绿波家园,102101882156 ,2室1厅,35,阿城区,简装,70,否,否,11667 
1925,板楼,东,阿城商圈,30,金都府邸二期,102103971653 ,2室1厅,33.8,阿城区,精装,70,否,否,11267 
1926,板楼,西南北,阿城商圈,7,调味品楼,102102858997 ,2室1厅,20,阿城区,简装,64,否,否,6667 
1927,板楼,南北,阿城商圈,23,億達帝景,102103266160 ,2室1厅,53,阿城区,精装,99,否,否,17667 
1928,板塔结合,南北,阿城商圈,7,万米楼,102102476576 ,2室1厅,13,阿城区,其他,66,否,否,4333 
1929,板楼,南北,阿城商圈,7,农委小区,102103587963 ,2室1厅,29,阿城区,简装,60,否,否,9667 
1930,暂无数据,南北,阿城商圈,6,工商老家属楼,102103705803 ,2室1厅,25,阿城区,简装,49,否,否,8333 
1931,板楼,南北,阿城商圈,8,人大楼,102103623863 ,2室1厅,14,阿城区,其他,60,否,否,4667 
1932,板楼,南北,阿城商圈,6,八中生态小区,102101815004 ,2室1厅,28.5,阿城区,简装,66,否,否,9500 
1933,板楼,东北,阿城商圈,18,金洋馨苑,102101655758 ,1室1厅,33,阿城区,精装,65,否,否,11000 
1934,暂无数据,南,阿城商圈,8,北新字母楼,102101948533 ,2室1厅,26.8,阿城区,简装,67,否,否,8933 
1935,板楼,南北,阿城商圈,32,金京赛丽斯,102101792948 ,2室1厅,55,阿城区,精装,105,否,否,18333 
1936,板楼,南,阿城商圈,6,金京壹号官邸,102103571341 ,2室1厅,23.5,阿城区,精装,59,否,否,7833 
1937,暂无数据,北,阿城商圈,17,万博豪庭,102102045580 ,2室1厅,31,阿城区,简装,57,否,否,10333 
1938,板楼,南北,阿城商圈,7,光华家园,102103500584 ,2室1厅,33.8,阿城区,其他,67,否,否,11267 
1939,板楼,北南,阿城商圈,7,金海小区,102101207135 ,2室1厅,26.8,阿城区,精装,68,否,否,8933 
1940,板楼,南北,阿城商圈,7,东环嘉园,102101327993 ,1室1厅,22,阿城区,简装,54,否,否,7333 
1941,板楼,南北,阿城商圈,15,公交家园,102103135767 ,2室2厅,54,阿城区,精装,107,否,否,18000 
1942,板楼,北南,阿城商圈,7,金源绿洲,102101610082 ,2室1厅,30,阿城区,其他,76,否,否,10000 
1943,板楼,南北,阿城商圈,7,金源绿洲,102102540447 ,2室2厅,20,阿城区,毛坯,95,否,否,6667 
1944,板楼,南北,阿城商圈,7,金上京公馆,102103700844 ,2室1厅,36,阿城区,简装,70,否,否,12000 
1945,板楼,南北,阿城商圈,18,裕安家园,102103100068 ,2室1厅,54,阿城区,精装,102,否,否,18000 
1946,板楼,南北,阿城商圈,8,长安小区,102102994998 ,1室1厅,25,阿城区,简装,60,否,否,8333 
1947,板楼,南北,阿城商圈,17,金源绿洲,102103198607 ,2室1厅,50,阿城区,其他,117,否,否,16667 
1948,板楼,南,阿城商圈,7,永泰广小区,102101236380 ,2室1厅,16,阿城区,简装,60,否,否,5333 
1949,板楼,南北,阿城商圈,5,金源华府,102102214029 ,2室1厅,45,阿城区,精装,88,否,否,15000 
1950,暂无数据,南,阿城商圈,18,金源世家,102102477105 ,1室1厅,40.5,阿城区,精装,58,否,否,13500 
1951,板楼,南北,阿城商圈,7,億達帝景,102103625911 ,2室1厅,17.8,阿城区,简装,71,否,否,5933 
1952,板塔结合,南北,阿城商圈,17,恒美名苑,102103410422 ,2室2厅,46,阿城区,精装,103,否,否,15333 
1953,板楼,南,阿城商圈,6,绿波华园,102103056647 ,2室1厅,28,阿城区,简装,60,否,否,9333 
1954,板楼,南北,阿城商圈,6,上京华府,102102486302 ,2室1厅,41,阿城区,简装,112,否,否,13667 
1955,板楼,南北,阿城商圈,30,丽都国际,102103465802 ,2室1厅,39,阿城区,精装,82,否,否,13000 
1956,板楼,南北,阿城商圈,7,白酒厂家属楼,102103825430 ,2室1厅,16.5,阿城区,精装,62,否,否,5500 
1961,板楼,南北,阿城商圈,22,阿城恒大城,102103490300 ,3室2厅,78,阿城区,其他,130,否,否,26000 
1962,板楼,南北,阿城商圈,29,万博豪庭,102102513879 ,2室1厅,78.5,阿城区,精装,119,否,否,26167 
1963,板楼,南北,阿城商圈,7,医院家属楼,102101958388 ,3室1厅,25.8,阿城区,简装,85,否,否,8600 
1964,板楼,东南,阿城商圈,30,金都府邸一期,102103899273 ,1室1厅,34,阿城区,简装,67,否,否,11333 
1965,板塔结合,南北,阿城商圈,26,福兴家园,102103128031 ,2室1厅,51,阿城区,其他,93,否,否,17000 
1966,板楼,西,阿城商圈,29,广大富延,102103162934 ,2室1厅,35,阿城区,其他,67,否,否,11667 
1967,暂无数据,南北,阿城商圈,17,新龙城C2区,102103484460 ,2室1厅,33.8,阿城区,毛坯,66,否,否,11267 
1968,板楼,南北,阿城商圈,6,朝阳小区(阿城区),102103552610 ,2室1厅,30,阿城区,简装,87,否,否,10000 
1969,板楼,南北,阿城商圈,7,高明小区,102102468882 ,3室1厅,35,阿城区,简装,110,否,否,11667 
1970,暂无数据,北,阿城商圈,7,703综合楼,102101545156 ,2室2厅,12,阿城区,简装,47,否,否,4000 
1971,板楼,南,阿城商圈,6,億達帝景,102102334975 ,1室1厅,22,阿城区,简装,47,否,否,7333 
1972,板楼,南北,阿城商圈,7,白酒厂家属楼,102102421875 ,2室1厅,18,阿城区,简装,62,否,否,6000 
1973,暂无数据,西,阿城商圈,24,兴和家园,102103755190 ,1室1厅,19.5,阿城区,毛坯,48,否,否,6500 
1974,板楼,南,阿城商圈,7,阿城上京广场商住小区,102102579951 ,1室1厅,9.8,阿城区,精装,42,否,否,3267 
1975,板楼,南北,阿城商圈,7,交运福安家园,102102229291 ,2室1厅,42,阿城区,简装,74,否,否,14000 
1976,板楼,南北,阿城商圈,24,金都府邸一期,102102793979 ,2室1厅,47,阿城区,简装,100,否,否,15667 
1977,板楼,南北,阿城商圈,7,北新小区,102101546700 ,2室1厅,18,阿城区,精装,69,否,否,6000 
1978,板塔结合,南北,阿城商圈,7,六中家属楼,102101545660 ,2室1厅,24,阿城区,精装,64,否,否,8000 
1979,板楼,南北,阿城商圈,7,億達帝景,102103887576 ,2室1厅,42,阿城区,简装,79,否,否,14000 
1980,板楼,南北,阿城商圈,7,生资楼,102101545134 ,2室2厅,31,阿城区,简装,84,否,否,10333 
1981,板楼,北南,阿城商圈,6,玄武B区,102103512224 ,2室2厅,21.5,阿城区,简装,76,否,否,7167 
1982,板楼,东,阿城商圈,18,金洋馨苑,102101599530 ,1室1厅,30,阿城区,其他,63,否,否,10000 
1983,板楼,南北,阿城商圈,27,丽都国际,102103473814 ,2室1厅,48,阿城区,精装,102,否,否,16000 
1984,板楼,南北,阿城商圈,6,億達帝景,102102430260 ,2室1厅,40.5,阿城区,毛坯,84,否,否,13500 
1985,板楼,南北,阿城商圈,3,绿波华园,102101659624 ,2室1厅,62,阿城区,其他,81,否,否,20667 
1986,板楼,东西,阿城商圈,7,农中家属楼,102101215928 ,2室1厅,25,阿城区,简装,64,否,否,8333 
1988,暂无数据,南,阿城商圈,7,中荣金水国际花园A区,102100748364 ,1室1厅,10.5,阿城区,简装,43,否,否,3500 
1989,板楼,南北,阿城商圈,7,朝阳小区(阿城区),102103069428 ,2室1厅,17,阿城区,精装,60,否,否,5667 
1990,板楼,东,阿城商圈,17,金都幸福里,102101131053 ,1室1厅,21,阿城区,简装,47,否,否,7000 
1991,板楼,南北,阿城商圈,33,金溪景苑,102101546219 ,2室1厅,55,阿城区,其他,123,否,否,18333 
1992,板塔结合,南北西,阿城商圈,7,工商新家属楼,102103855849 ,3室1厅,45.5,阿城区,其他,113,否,否,15167 
1993,板楼,南北,阿城商圈,26,阿城恒大城,102103741624 ,3室2厅,82,阿城区,其他,143,否,否,27333 
1994,板楼,南北,阿城商圈,8,丽都国际,102102858688 ,2室2厅,35,阿城区,精装,77,否,否,11667 
1995,板塔结合,南北,阿城商圈,6,华龙金城,102102894580 ,2室1厅,45,阿城区,其他,89,否,否,15000 
1996,板楼,南北,阿城商圈,32,鼎源名座,102103850671 ,3室2厅,62.8,阿城区,其他,111,否,否,20933 
1997,板楼,南西北,阿城商圈,8,人大楼,102102385705 ,2室1厅,32.8,阿城区,其他,110,否,否,10933 
1998,板楼,南北,阿城商圈,32,阿城恒大城,102102527216 ,3室1厅,100,阿城区,其他,171,否,否,33333 
1999,板楼,南北,阿城商圈,7,地质家园小区,102102207904 ,2室1厅,47,阿城区,其他,97,否,否,15667 
2000,板楼,南北,阿城商圈,8,人大楼,102102301777 ,2室2厅,39.5,阿城区,简装,105,否,否,13167 
2001,板楼,南北,阿城商圈,7,农委小区,102103165877 ,2室1厅,39,阿城区,其他,83,否,否,13000 
2002,板楼,南北,阿城商圈,32,龙汇小区,102102303311 ,3室2厅,88,阿城区,精装,158,否,否,29333 
2003,板楼,南北,阿城商圈,32,阿城恒大城,102103949009 ,4室2厅,102.8,阿城区,其他,169,否,否,34267 
2004,板楼,南,阿城商圈,32,阿城恒大城,102102344900 ,3室2厅,80.8,阿城区,精装,149,否,否,26933 
2005,板楼,南北,阿城商圈,32,龙汇小区,102103322610 ,3室1厅,70,阿城区,其他,113,否,否,23333 
2006,板楼,南北,阿城商圈,7,阳光公寓,102103418300 ,3室1厅,50,阿城区,其他,126,否,否,16667 
2007,板楼,南北,阿城商圈,7,劳动人事家属楼,102101545399 ,2室1厅,22.8,阿城区,其他,70,否,否,7600 
2008,板楼,南北,阿城商圈,32,龙汇小区,102103433594 ,3室2厅,80,阿城区,其他,158,否,否,26667 
2009,暂无数据,东西,阿城商圈,7,和平小区(阿城区),102102508912 ,2室1厅,15,阿城区,其他,77,否,否,5000 
2010,板楼,南西北,阿城商圈,32,龙汇小区,102103805731 ,3室1厅,66,阿城区,精装,113,否,否,22000 
2011,板楼,南,阿城商圈,7,金海小区,102103343706 ,2室1厅,23.5,阿城区,其他,64,否,否,7833 
2012,板楼,北南,阿城商圈,7,北顺小区,102101889597 ,2室1厅,25,阿城区,其他,66,否,否,8333 
2013,板楼,南北,阿城商圈,7,永泰家园,102101642845 ,2室1厅,53,阿城区,其他,113,否,否,17667 
2014,板楼,南北,阿城商圈,28,阿城恒大城,102102896686 ,3室2厅,85,阿城区,其他,132,否,否,28333 
2015,板楼,南北,阿城商圈,7,清真寺小区,102103544076 ,3室1厅,45,阿城区,其他,110,否,否,15000 
2016,板楼,南,阿城商圈,17,金河铭苑,102102322292 ,2室1厅,49.8,阿城区,其他,92,否,否,16600 
2017,暂无数据,东西,阿城商圈,6,高明小区,102102451037 ,3室1厅,30,阿城区,简装,88,否,否,10000 
2018,暂无数据,南北,阿城商圈,7,清真寺小区,102102317990 ,2室1厅,40,阿城区,其他,101,否,否,13333 
2019,板楼,南北,阿城商圈,15,金河铭苑,102103460437 ,3室1厅,62,阿城区,其他,106,否,否,20667 
2020,塔楼,南北,阿城商圈,30,体东名城,102102889706 ,2室1厅,49.8,阿城区,精装,93,否,否,16600 
2021,板楼,南西北,阿城商圈,6,金都幸福里,102102780713 ,3室1厅,53,阿城区,其他,100,否,否,17667 
2022,板楼,南北,阿城商圈,7,白酒厂家属楼,102102203518 ,2室1厅,24,阿城区,其他,79,否,否,8000 
2023,板楼,南北,阿城商圈,7,和平小区(阿城区),102101305334 ,2室1厅,28,阿城区,简装,68,否,否,9333 
2024,板楼,南北,阿城商圈,7,铂宇剑桥郡,102102187239 ,1室1厅,42,阿城区,其他,78,否,否,14000 
2025,板楼,南北,阿城商圈,24,阿城恒大城,102101891484 ,2室1厅,65,阿城区,其他,98,否,否,21667 
2026,板塔结合,西南北,阿城商圈,31,印象华宅,102103266267 ,5室2厅,115,阿城区,其他,166,否,否,38333 
2027,板楼,南北,阿城商圈,32,龙汇小区,102103462554 ,3室2厅,110,阿城区,其他,158,否,否,36667 
2028,板楼,南北,阿城商圈,7,北新小区,102101952178 ,3室1厅,32.8,阿城区,其他,73,否,否,10933 
2029,板楼,南北,阿城商圈,7,金上京公馆,102103649876 ,3室2厅,56.8,阿城区,其他,125,否,否,18933 
2030,板楼,东南北,阿城商圈,18,半里花庭,102103956919 ,3室2厅,83,阿城区,其他,169,否,否,27667 
2031,暂无数据,东北南,阿城商圈,24,億達帝景,102103669363 ,3室1厅,69,阿城区,其他,121,否,否,23000 
2032,板楼,南北,阿城商圈,28,交运福安家园,102101546511 ,3室2厅,65,阿城区,其他,125,否,否,21667 
2033,板楼,南北,阿城商圈,32,龙汇小区,102103874379 ,3室2厅,86.8,阿城区,其他,158,否,否,28933 
2034,板楼,南北,阿城商圈,18,龙汇小区,102102605837 ,3室2厅,80,阿城区,其他,138,否,否,26667 
2035,板楼,南北,阿城商圈,18,龙汇小区,102102583691 ,3室2厅,80,阿城区,其他,138,否,否,26667 
2036,板塔结合,南北,阿城商圈,31,华龙金城,102103831658 ,2室2厅,90,阿城区,其他,149,否,否,30000 
2037,暂无数据,南北,阿城商圈,28,金源嘉园,102103036680 ,3室2厅,82,阿城区,其他,154,否,否,27333 
2038,板塔结合,南北,阿城商圈,22,金谷巷,102103599689 ,3室2厅,96,阿城区,其他,171,否,否,32000 
2039,板楼,南北,阿城商圈,6,高明小区,102101545221 ,2室1厅,23,阿城区,其他,64,否,否,7667 
2040,暂无数据,南北,阿城商圈,23,万博豪庭,102102874142 ,3室2厅,70.8,阿城区,精装,98,否,否,23600 
2041,板楼,北西,阿城商圈,19,世纪名苑,102102646720 ,3室2厅,68,阿城区,其他,167,否,否,22667 
2042,暂无数据,南北,阿城商圈,28,金源嘉园,102103755677 ,3室1厅,75,阿城区,其他,140,否,否,25000 
2043,板楼,南北,阿城商圈,5,绿波华园,102101632068 ,3室1厅,56,阿城区,其他,130,否,否,18667 
2044,板楼,南北,阿城商圈,7,億達帝景,102103913123 ,3室1厅,48.8,阿城区,其他,88,否,否,16267 
2045,板楼,南北,阿城商圈,27,金上京公馆,102103589649 ,3室1厅,57.5,阿城区,其他,128,否,否,19167 
2046,板楼,南北,阿城商圈,7,阳光公寓,102101545861 ,3室1厅,48.5,阿城区,其他,126,否,否,16167 
2047,板楼,南北,阿城商圈,22,阿城恒大城,102102398993 ,3室2厅,88,阿城区,其他,149,否,否,29333 
2048,板塔结合,南北,阿城商圈,7,庆云小区,102102975785 ,2室1厅,46.8,阿城区,其他,88,否,否,15600 
2050,板楼,南北,阿城商圈,7,高明小区,102103504568 ,3室1厅,38,阿城区,其他,158,否,否,12667 
2051,板楼,南北,阿城商圈,29,万博豪庭,102103826330 ,3室1厅,69.8,阿城区,其他,97,否,否,23267 
2052,塔楼,南西北,阿城商圈,17,新龙城C2区,102102486587 ,2室1厅,65,阿城区,其他,111,否,否,21667 
2053,板楼,南北,阿城商圈,17,振兴小区(阿城区),102102571949 ,2室1厅,51,阿城区,其他,110,否,否,17000 
2054,板楼,东南,阿城商圈,19,世纪名苑,102103238177 ,3室2厅,70,阿城区,其他,198,否,否,23333 
2055,板塔结合,南北,阿城商圈,31,检察院,102101953601 ,3室2厅,79.5,阿城区,其他,162,否,否,26500 
2056,板楼,南北,阿城商圈,6,上京华府,102103108376 ,2室1厅,39.8,阿城区,其他,87,否,否,13267 
2057,板楼,南北,阿城商圈,16,金河铭苑,102102647806 ,3室2厅,75,阿城区,其他,138,否,否,25000 
2058,板楼,南东,阿城商圈,19,世纪名苑,102102611055 ,3室2厅,90,阿城区,其他,197,否,否,30000 
2059,暂无数据,南北东,阿城商圈,26,恒盛新天地(阿城区),102102912702 ,2室1厅,49.8,阿城区,其他,99,否,否,16600 
2060,板楼,南北,阿城商圈,7,清真寺小区,102102929790 ,3室1厅,43.5,阿城区,其他,113,否,否,14500 
2061,暂无数据,南北西,阿城商圈,6,绿波华园,102102888582 ,3室1厅,56,阿城区,其他,132,否,否,18667 
2062,暂无数据,南北,阿城商圈,28,金源嘉园,102102977599 ,2室1厅,65,阿城区,精装,140,否,否,21667 
2063,板楼,南北,阿城商圈,7,兴业小区(啊城),102103022024 ,3室2厅,46.5,阿城区,其他,162,否,否,15500 
2064,板楼,南北,阿城商圈,7,会宁嘉园,102102438991 ,2室1厅,47,阿城区,其他,102,否,否,15667 
2065,板楼,南北,阿城商圈,6,清真寺小区,102102509730 ,2室1厅,43,阿城区,其他,116,否,否,14333 
2066,板楼,南北,阿城商圈,29,万博豪庭,102103751338 ,3室1厅,65,阿城区,其他,97,否,否,21667 
2067,暂无数据,南北,阿城商圈,7,福慧家园,102103919671 ,3室1厅,71,阿城区,其他,127,否,否,23667 
2068,板塔结合,南北,阿城商圈,31,印象华宅,102103410089 ,3室2厅,79.8,阿城区,其他,108,否,否,26600 
2069,板楼,南北,阿城商圈,7,上京府邸,102102072611 ,2室1厅,20,阿城区,其他,91,否,否,6667 
2070,板塔结合,南北,阿城商圈,29,检察院,102101681828 ,3室1厅,75,阿城区,毛坯,167,否,否,25000 
2071,暂无数据,南北,阿城商圈,8,和平小区(阿城区),102101646209 ,3室2厅,66,阿城区,其他,162,否,否,22000 
2072,板楼,北南,阿城商圈,32,阿城恒大城,102103712348 ,3室2厅,86,阿城区,其他,149,否,否,28667 
2073,板楼,南北,阿城商圈,7,和平小区(阿城区),102102331934 ,2室1厅,17,阿城区,简装,59,否,否,5667 
2074,板楼,东北,阿城商圈,6,星河国际,102101546637 ,1室1厅,28,阿城区,其他,46,否,否,9333 
2075,暂无数据,南北,阿城商圈,7,北新字母楼,102101630197 ,2室1厅,26,阿城区,简装,76,否,否,8667 
2076,板塔结合,南北,阿城商圈,7,康乐小区,102104006305 ,2室1厅,51,阿城区,其他,91,否,否,17000 
2077,暂无数据,南北,阿城商圈,6,朝阳小区(阿城区),102101754460 ,2室2厅,33.8,阿城区,简装,91,否,否,11267 
2078,板楼,南北,阿城商圈,28,金都华府,102101804271 ,3室2厅,80,阿城区,精装,153,否,否,26667 
2079,板塔结合,南北,阿城商圈,7,交警队家属楼,102101545208 ,3室1厅,35,阿城区,其他,102,否,否,11667 
2080,暂无数据,南北,阿城商圈,8,北新字母楼,102101545500 ,2室1厅,42,阿城区,精装,106,否,否,14000 
2081,板楼,南北,阿城商圈,7,阿城上京广场商住小区,102101993623 ,2室1厅,27,阿城区,其他,87,否,否,9000 
2082,板楼,南北,阿城商圈,7,交行楼,102101640117 ,2室1厅,40,阿城区,其他,100,否,否,13333 
2086,暂无数据,南北,阿城商圈,5,金源世家,102103338152 ,3室2厅,120,阿城区,其他,164,否,否,40000 
2087,板塔结合,东南北,阿城商圈,31,印象华宅,102103349939 ,3室1厅,72.8,阿城区,其他,108,否,否,24267 
2088,板楼,南北,阿城商圈,7,沿江国际小区,102103622525 ,3室2厅,85,阿城区,其他,157,否,否,28333 
2091,板塔结合,西南北,阿城商圈,11,丽都国际,102102543805 ,3室3厅,115,阿城区,其他,230,否,否,38333 
2092,板塔结合,南北,阿城商圈,6,华龙金城,102102517768 ,2室1厅,66,阿城区,其他,93,否,否,22000 
2093,板楼,南北,阿城商圈,7,朝阳小区(阿城区),102101769094 ,2室1厅,45,阿城区,其他,102,否,否,15000 
2096,暂无数据,西东,阿城商圈,11,金谷巷,102102606327 ,3室2厅,65,阿城区,简装,137,否,否,21667 
2097,板楼,南北,阿城商圈,32,阿城恒大城,102103014604 ,3室2厅,95,阿城区,其他,143,否,否,31667 
2098,板楼,南北,阿城商圈,26,交通家园,102102243753 ,2室1厅,48.8,阿城区,其他,105,否,否,16267 
2099,板塔结合,南北,阿城商圈,6,华龙金城,102102941671 ,2室1厅,48,阿城区,其他,85,否,否,16000 
2100,板塔结合,南北,阿城商圈,32,铭洋首府,102102319882 ,2室1厅,46.5,阿城区,其他,110,否,否,15500 
2103,板楼,东西,阿城商圈,7,北新小区,102103994020 ,2室1厅,30,阿城区,其他,81,否,否,10000 
2104,板楼,南北,阿城商圈,6,绿波华园,102103818104 ,3室2厅,55.8,阿城区,其他,137,否,否,18600 
2105,板楼,南北,阿城商圈,17,金源绿洲,102102199997 ,2室1厅,43,阿城区,其他,106,否,否,14333 
2106,暂无数据,南北,阿城商圈,26,恒盛新天地(阿城区),102102307395 ,2室1厅,48,阿城区,其他,101,否,否,16000 
2107,板楼,南北,阿城商圈,31,阿城恒大城,102102790815 ,3室2厅,88,阿城区,其他,150,否,否,29333 
2108,板楼,南北,阿城商圈,8,和平小区(阿城区),102102994666 ,2室1厅,31,阿城区,其他,79,否,否,10333 
2109,板楼,南北,阿城商圈,7,光华家园,102102590504 ,3室2厅,44.8,阿城区,其他,110,否,否,14933 
2110,板楼,东南北,阿城商圈,6,上京华府,102103711181 ,3室2厅,60,阿城区,其他,138,否,否,20000 
2139,板楼,南北,阿城商圈,7,和平小区(阿城区),102103988979 ,2室1厅,52.8,阿城区,其他,111,否,否,17600 
2140,板楼,南北东,阿城商圈,7,平安小区(阿城区),102102058656 ,3室2厅,46.5,阿城区,简装,101,否,否,15500 
2141,板楼,南北,阿城商圈,6,满族村小区,102103987350 ,2室1厅,16.5,阿城区,其他,63,否,否,5500 
2142,板楼,南,阿城商圈,7,经委楼,102102229287 ,3室1厅,35,阿城区,其他,103,否,否,11667 
2143,板楼,南北,阿城商圈,7,庆云小区,102101809056 ,3室1厅,32,阿城区,其他,110,否,否,10667 
2144,板楼,南北,阿城商圈,16,金河铭苑,102102834086 ,3室1厅,54,阿城区,其他,108,否,否,18000 
2145,暂无数据,南北,阿城商圈,12,北新三期,102101645617 ,2室1厅,69,阿城区,其他,103,否,否,23000 
2146,板楼,南西北,阿城商圈,8,金海小区,102102550844 ,3室1厅,41.8,阿城区,其他,136,否,否,13933 
2147,塔楼,南北,阿城商圈,6,和平小区(阿城区),102102602805 ,3室1厅,29,阿城区,其他,91,否,否,9667 
2148,板楼,南北,阿城商圈,8,金源华府,102103109807 ,3室1厅,68,阿城区,其他,124,否,否,22667 
2149,板楼,南北,阿城商圈,8,金海小区,102103592622 ,2室2厅,31.5,阿城区,简装,77,否,否,10500 
2150,板塔结合,南北,阿城商圈,7,西城派出所家属楼,102103604791 ,2室1厅,28,阿城区,其他,73,否,否,9333 
2151,板楼,东南北,阿城商圈,15,金河铭苑,102103506920 ,3室1厅,69,阿城区,其他,105,否,否,23000 
2152,板楼,南北,阿城商圈,7,金港小区,102103715816 ,3室1厅,23,阿城区,其他,126,否,否,7667 
2153,暂无数据,南北,阿城商圈,8,八中教师楼,102102951174 ,2室2厅,40,阿城区,其他,102,否,否,13333 
2155,板楼,东,阿城商圈,7,永泰家园,102103894614 ,2室1厅,30.8,阿城区,其他,57,否,否,10267 
2156,板楼,南北,阿城商圈,20,金京公寓,102101634874 ,3室1厅,75,阿城区,其他,192,否,否,25000 
2157,暂无数据,南北,阿城商圈,5,金源世家,102103879969 ,4室2厅,135,阿城区,精装,154,否,否,45000 
2158,板楼,南北,阿城商圈,7,阿城上京广场商住小区,102101324590 ,3室1厅,41,阿城区,其他,108,否,否,13667 
2160,板楼,南北,阿城商圈,17,丽都国际,102101977067 ,3室1厅,59,阿城区,其他,135,否,否,19667 
2161,暂无数据,南北,阿城商圈,7,和平派出所家属楼,102102519010 ,3室1厅,45,阿城区,其他,126,否,否,15000 
2162,板楼,南北,阿城商圈,32,金溪景苑,102102598555 ,2室1厅,75,阿城区,其他,144,否,否,25000 
2163,板塔结合,南北,阿城商圈,30,检察院,102102833470 ,3室2厅,75,阿城区,其他,175,否,否,25000 
2164,暂无数据,南,阿城商圈,29,金都华府,102102576130 ,2室2厅,62,阿城区,其他,122,否,否,20667 
2165,板楼,南北,阿城商圈,32,阿城恒大城,102102449993 ,4室2厅,95,阿城区,其他,186,否,否,31667 
2166,板楼,东南北,阿城商圈,20,金京公寓,102101678413 ,3室1厅,72.8,阿城区,其他,192,否,否,24267 
2167,板楼,南北,阿城商圈,32,龙汇小区,102103643934 ,3室1厅,93,阿城区,其他,158,否,否,31000 
2168,板楼,东南北,阿城商圈,6,海富城,102102507622 ,3室2厅,56,阿城区,其他,105,否,否,18667 
2169,板楼,南北,阿城商圈,32,阿城恒大城,102101616944 ,3室1厅,75,阿城区,其他,143,否,否,25000 
2170,板楼,南北,阿城商圈,7,平安小区(阿城区),102103823492 ,3室1厅,52,阿城区,其他,101,否,否,17333 
2171,板楼,南北,阿城商圈,31,阿城恒大城,102103429727 ,3室2厅,85,阿城区,其他,149,否,否,28333 
2172,板楼,南北,阿城商圈,7,高明小区,102101263965 ,3室1厅,39.8,阿城区,简装,130,否,否,13267 
2173,暂无数据,南北,阿城商圈,6,绿波华园,102101654471 ,2室1厅,50,阿城区,其他,108,否,否,16667 
2174,板塔结合,南北,阿城商圈,18,金紫邑,102102860119 ,3室1厅,50,阿城区,其他,93,否,否,16667 
2175,板楼,南北,阿城商圈,32,鼎源名座,102101836202 ,1室2厅,33,阿城区,精装,75,否,否,11000 
2176,板楼,南北,阿城商圈,16,金河铭苑,102102450174 ,3室1厅,65,阿城区,其他,121,否,否,21667 
2177,板楼,南北,阿城商圈,18,龙源小区,102103366740 ,3室1厅,54,阿城区,精装,100,否,否,18000 
2178,板塔结合,南北,阿城商圈,30,检察院,102103503280 ,3室2厅,85,阿城区,其他,175,否,否,28333 
2179,板楼,南北,阿城商圈,17,学青园小区,102102232258 ,2室2厅,65,阿城区,其他,125,否,否,21667 
2180,板楼,南北,阿城商圈,7,乡企家属楼,102103720731 ,3室2厅,50,阿城区,其他,140,否,否,16667 
2181,板楼,南,阿城商圈,4,锅炉厂住家属楼,102103813415 ,2室2厅,29,阿城区,其他,72,否,否,9667 
2182,板楼,南北,阿城商圈,7,环保局家属楼,102101950118 ,3室2厅,36.8,阿城区,其他,128,否,否,12267 
2183,暂无数据,南北,阿城商圈,29,金都华府,102102148804 ,3室1厅,68,阿城区,简装,149,否,否,22667 
