Construction,Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,南北,先锋路商圈,7,长安城,102102561886,2室1厅,60,道外,精装,69.0,否,否,7
板楼,南西北,先锋路商圈,7,长安城,102102561912,2室1厅,75,道外,简装,76.0,否,否,7
板塔结合,南,先锋路商圈,8,红旗小区（淮河路）,102103245054,1室1厅,38.5,道外,简装,43.0,否,否,8
板楼,南北东,先锋路商圈,27,远大中央公园,102103352859,2室1厅,140,道外,简装,106.0,否,否,27
板楼,南,先锋路商圈,7,星园小区,102101066260,1室1厅,34.8,道外,简装,46.0,否,否,7
板塔结合,南,先锋路商圈,7,宇轩花园一期,102101942774,2室1厅,45.8,道外,简装,51.0,否,否,7
板楼,东西,哈东站商圈,7,南棵绿荫小区一期,102103683440,2室1厅,79,道外,简装,87.0,否,否,7
板楼,西北,先锋路商圈,33,长江小区,102103761573,2室1厅,52,道外,简装,71.0,否,否,33
板楼,东北,先锋路商圈,7,东铁花园,102102561796,2室1厅,52,道外,毛坯,86.0,否,否,7
板楼,西,哈东站商圈,8,南棵绿荫小区二期,102103472116,1室1厅,37.8,道外,简装,54.0,是,否,8
板楼,东西,哈东站商圈,7,南棵绿荫小区一期,102103546859,2室1厅,68,道外,简装,85.0,是,否,7
板楼,南北,太平商圈,7,松电小区,102103138345,2室1厅,61.8,道外,简装,65.0,是,否,7
板楼,东西,太平商圈,8,三棵小区,102102130384,2室1厅,49.8,道外,简装,70.0,是,否,8
板楼,南北,哈东站商圈,7,南棵绿荫小区一期,102103317548,2室1厅,72.8,道外,精装,83.0,否,否,7
板楼,东西,太平商圈,7,黎华小区,102102111617,1室1厅,22,道外,简装,49.0,是,否,7
板楼,南,太平商圈,8,沃华水岸,102103937989,2室1厅,75,道外,精装,75.0,是,否,8
板楼,南,玛克威,31,滨江新城好民居,102103892894,2室1厅,78,道外,简装,72.0,否,否,31
板楼,西,南十四道街商圈,9,太古小区,102103933799,1室0厅,15.8,道外,简装,31.0,否,否,9
板楼,南北,太平商圈,8,泰达小区,102103109061,2室1厅,57.5,道外,简装,72.0,是,否,8
板楼,南,靖宇公园,31,滨港水岸C区,102103660891,2室1厅,69,道外,简装,66.0,否,否,31
板楼,南北,玛克威,8,滨江凤凰城,102100756017,2室1厅,43,道外,简装,86.0,否,否,8
板楼,西南,太平商圈,7,维也纳河畔新城,102103403258,2室1厅,55,道外,简装,61.0,是,否,7
板楼,南北,船舶军工,8,大方里小区,102101914062,2室1厅,25,道外,简装,47.0,否,否,8
板楼,东,先锋路商圈,7,和平小区,102103984317,1室1厅,37.8,道外,精装,57.0,否,否,7
板楼,南,先锋路商圈,23,远大中央公园,102101968230,1室1厅,86.7,道外,毛坯,71.0,否,否,23
板楼,南北,先锋路商圈,8,红旗小区（淮河路）,102101769141,2室1厅,58.5,道外,简装,81.0,否,否,8
板楼,西北,玛克威,30,滨江新城好民居,102103084103,1室1厅,75,道外,简装,75.0,否,否,30
板楼,南北,船舶军工,8,新乐小区,102103479589,1室1厅,22.9,道外,简装,33.0,是,否,8
板楼,西,太平商圈,7,红河五街区,102103737160,1室1厅,27.8,道外,简装,40.0,是,否,7
板楼,南北,玛克威,8,崇俭街,102103432338,2室1厅,36,道外,简装,56.0,否,否,8
板塔结合,南,哈东站商圈,18,东都幸福里小区,102103955335,2室1厅,55,道外,精装,61.0,否,否,18
板楼,东西,船舶军工,8,大方里小区,102103085759,2室1厅,45,道外,精装,67.0,否,否,8
板楼,南北,南岗会展商圈,24,泰鑫国典,102102468341,2室1厅,98.8,道外,精装,79.0,否,否,24
板楼,南北,哈东站商圈,9,地铁家园,102102838128,2室1厅,39.5,道外,简装,69.0,否,否,9
板楼,东,太平商圈,7,维也纳河畔新城,102101897554,1室0厅,20,道外,简装,35.0,是,否,7
板楼,南西,阿拉伯广场,7,台胞小区,102103025457,2室0厅,35,道外,简装,50.0,否,否,7
板楼,南北,靖宇公园,8,振江小区,102103104766,1室1厅,24.8,道外,其他,55.0,否,否,8
板楼,南北,太平商圈,8,刀剪小区,102103053405,2室1厅,68,道外,简装,87.0,是,否,8
板楼,东,承德广场,7,大水晶街,102103223597,1室1厅,12,道外,简装,26.0,否,否,7
板楼,南北,玛克威,8,同庆胡同,102102236206,2室1厅,21,道外,简装,49.0,否,否,8
板楼,南北,玛克威,7,东方红小区,102103724932,2室1厅,68,道外,精装,78.0,否,否,7
板楼,南北,船舶军工,8,新乐小区,102102519215,2室1厅,25.5,道外,精装,52.0,是,否,8
板楼,南北,船舶军工,8,大方里小区,102103647691,2室1厅,49,道外,简装,74.0,否,否,8
板楼,南北,阿拉伯广场,7,航道住宅,102101711809,2室1厅,16,道外,简装,44.0,否,否,7
板楼,南北,玛克威,8,东方红小区,102101098535,1室1厅,39,道外,简装,44.0,否,否,8
板楼,南北,先锋路商圈,6,嵩山小区,102101498013,2室1厅,53.8,道外,简装,70.0,否,否,6
板楼,南北,南岗会展商圈,7,泰山小区,102103997204,2室1厅,127,道外,简装,100.0,否,否,7
板楼,西北,玛克威,8,尚朴街,102103803913,2室1厅,63,道外,精装,80.0,否,否,8
板楼,南,先锋路商圈,6,东铁街,102102270187,1室1厅,22,道外,简装,34.0,否,否,6
板楼,东西,南马校,8,西开原二道街,102103962259,1室1厅,30,道外,简装,38.0,否,否,8
板楼,东,太平商圈,7,维也纳河畔新城,102103941068,2室1厅,47.5,道外,简装,52.0,是,否,7
板楼,西南,太平商圈,8,红河七街区,102103609899,2室1厅,45,道外,简装,56.0,是,否,8
板楼,西,玛克威,16,滨江凤凰城,102103947311,2室1厅,61.8,道外,简装,58.0,否,否,16
板楼,西,哈东站商圈,8,桦树小区C区,102103442275,2室1厅,42,道外,简装,59.0,是,否,8
板楼,东西,先锋路商圈,7,红城小区,102103682628,2室1厅,18,道外,简装,50.0,否,否,7
板楼,东北,先锋路商圈,13,远大中央公园,102103707101,1室1厅,79,道外,其他,68.0,否,否,13
板楼,西,太平商圈,8,宏南小区,102103737141,2室1厅,49.8,道外,简装,59.0,是,否,8
板楼,南,先锋路商圈,7,红旗小区（淮河路）,102103583024,1室1厅,31,道外,简装,34.0,否,否,7
板楼,东西,太平商圈,7,松电小区,102101184707,2室1厅,38,道外,简装,64.0,是,否,7
板楼,南,阿拉伯广场,8,黑航住宅小区东区,102103427941,1室0厅,26,道外,简装,34.0,否,否,8
板楼,南北,景阳商圈,25,太古时代广场,102100779033,2室1厅,145,道外,毛坯,133.0,否,否,25
板楼,西南,先锋路商圈,7,远大中央公园,102103802695,1室1厅,97.5,道外,精装,65.0,否,否,7
板楼,东,景阳商城南极市场,7,清真寺街,102103618851,1室1厅,24.5,道外,简装,30.0,否,否,7
板楼,南北,南岗会展商圈,21,泰鑫国典,102102478074,2室1厅,145,道外,简装,130.0,否,否,21
板楼,西,先锋路商圈,6,嵩山小区,102103100027,2室1厅,58,道外,简装,75.0,否,否,6
板楼,东西,玛克威,7,滨江凤凰城,102103479737,2室1厅,50,道外,简装,54.0,否,否,7
板楼,南西,太平商圈,7,维也纳河畔新城,102102536894,1室1厅,19,道外,简装,38.0,是,否,7
板楼,南,阿拉伯广场,7,南十道街,102103900552,1室1厅,34.8,道外,精装,38.0,否,否,7
板楼,南,太平商圈,7,绿化小区,102103923792,1室1厅,50,道外,简装,53.0,是,否,7
板楼,西,阿拉伯广场,6,北十四道街,102103911347,2室1厅,48.5,道外,精装,50.0,否,否,6
板楼,西,南马校,19,景阳街,102103569982,2室1厅,64,道外,简装,63.0,否,否,19
板楼,南,靖宇公园,6,东方小区(道外区),102103653337,2室1厅,22,道外,简装,50.0,否,否,6
板楼,南北,先锋路商圈,32,尚东辉煌城,102103655180,1室1厅,52,道外,毛坯,80.0,否,否,32
板楼,南,兆麟校,32,宝宇天邑澜山,102103947333,1室1厅,110,道外,精装,65.0,否,否,32
板楼,南北,太平商圈,7,育英胡同,102103539256,2室0厅,30.5,道外,其他,45.0,是,否,7
板楼,西,太平商圈,7,校园小区,102103499229,1室1厅,34.8,道外,精装,41.0,是,否,7
板楼,南北,太平商圈,8,红河一街区,102103455725,2室1厅,56,道外,精装,67.0,是,否,8
板楼,西,太平商圈,7,维也纳河畔新城,102103136076,1室1厅,37,道外,毛坯,46.0,是,否,7
板楼,西,哈东站商圈,8,桦树小区C区,102102054522,2室1厅,26.8,道外,简装,57.0,是,否,8
板塔结合,东,先锋路商圈,8,红旗小区（淮河路）,102103807217,2室1厅,30,道外,简装,53.0,否,否,8
板楼,东,船舶军工,8,新乐小区,102101099607,1室1厅,23,道外,精装,33.0,是,否,8
板楼,东,玛克威,8,滨江凤凰城,102101782832,1室1厅,41.8,道外,精装,40.0,否,否,8
板楼,南北,靖宇公园,25,江尚逸品,102102564011,2室1厅,113,道外,简装,109.0,否,否,25
板楼,南北,船舶军工,7,新乐小区,102101101376,2室1厅,45,道外,简装,63.0,是,否,7
板楼,西,南岗会展商圈,21,泰鑫国典,102103410588,1室1厅,58,道外,简装,47.0,否,否,21
板楼,东,南岗会展商圈,35,华鸿国际,102102556426,1室1厅,82,道外,简装,58.0,否,否,35
板楼,西南,先锋路商圈,7,长安城,102102685032,1室1厅,30.8,道外,简装,41.0,否,否,7
板楼,东,太平商圈,8,沃华水岸,102103001668,2室1厅,21,道外,简装,48.0,是,否,8
板楼,南,玛克威,7,东方红小区,102102075783,2室1厅,79.8,道外,简装,89.0,否,否,7
板楼,南北,太平商圈,8,刀剪小区,102103053405,2室1厅,68,道外,简装,87.0,是,否,8
板楼,东,承德广场,7,大水晶街,102103223597,1室1厅,12,道外,简装,26.0,否,否,7
板楼,南北,玛克威,8,同庆胡同,102102236206,2室1厅,21,道外,简装,49.0,否,否,8
板楼,南北,先锋路商圈,32,尚东辉煌城,102102749929,2室1厅,68,道外,毛坯,112.0,否,否,32
板楼,东西,哈东站商圈,7,南棵绿荫小区一期,102102696510,2室1厅,80,道外,简装,108.0,是,否,7
板楼,南北,哈东站商圈,7,南棵小区,102103382605,2室1厅,39,道外,简装,55.0,否,否,7
板楼,北,南十四道街商圈,8,承德街,102103698446,1室1厅,22,道外,简装,34.0,是,否,8
板楼,西,太古商圈,8,同记小区,102103630280,2室1厅,32.8,道外,简装,45.0,否,否,8
板楼,西,哈东站商圈,28,悦城231,102103648934,2室1厅,35.8,道外,毛坯,63.0,否,否,28
板楼,南北西,船舶军工,8,大方里小区,102103611511,2室1厅,53,道外,精装,68.0,否,否,8
板楼,西北,阿拉伯广场,7,长春街,102103633109,2室1厅,33.5,道外,简装,50.0,否,否,7
板楼,南北,阿拉伯广场,8,南十道街,102103658308,1室1厅,23,道外,简装,36.0,否,否,8
板楼,南北,南岗会展商圈,8,拉林新村,102103692118,2室1厅,46,道外,简装,58.0,否,否,8
板楼,南,先锋路商圈,23,远大中央公园,102103707083,2室1厅,97.5,道外,精装,71.0,否,否,23
板楼,南,南十四道街商圈,8,南七道街,102103641419,2室1厅,34.6,道外,简装,51.0,否,否,8
板楼,南,先锋路商圈,8,进步小区,102103614699,2室1厅,58,道外,简装,89.0,否,否,8
板楼,东西,太平商圈,7,松电小区,102101184707,2室1厅,38,道外,简装,64.0,是,否,7
板楼,南,阿拉伯广场,8,黑航住宅小区东区,102103427941,1室0厅,26,道外,简装,34.0,否,否,8
塔楼,西,兆麟校,29,丰光江景,102103244019,1室1厅,59.8,道外,精装,55.0,否,否,29
板楼,西南,先锋路商圈,7,远大中央公园,102103802695,1室1厅,97.5,道外,精装,65.0,否,否,7
板楼,南北,景阳商圈,25,太古时代广场,102100779033,2室1厅,145,道外,毛坯,133.0,否,否,25
板楼,西南,玛克威,7,北新街,102103758151,1室1厅,22,道外,简装,33.0,否,否,7
板楼,西,南岗会展商圈,21,泰鑫国典,102103410588,1室1厅,58,道外,简装,47.0,否,否,21
板楼,南,太平商圈,8,天鹅小区,102103934232,2室1厅,44.8,道外,简装,71.0,是,否,8
板楼,西,玛克威,16,滨江凤凰城,102103947311,2室1厅,61.8,道外,简装,58.0,否,否,16
板楼,东,景阳商城南极市场,7,清真寺街,102103618851,1室1厅,24.5,道外,简装,30.0,否,否,7
板楼,东,哈东站商圈,28,橄榄城,102102858515,1室1厅,45,道外,简装,51.0,是,否,28
板楼,南北,南岗会展商圈,8,龙珅花园,102102561462,2室1厅,126,道外,简装,136.0,否,否,8
板楼,南北,阿拉伯广场,8,振国小区,102102588121,1室1厅,33,道外,简装,58.0,否,否,8
板楼,东西,阿拉伯广场,8,振国小区,102102938932,1室1厅,35.5,道外,精装,36.0,否,否,8
板楼,南北,玛克威,8,同庆胡同,102102236206,2室1厅,21,道外,简装,49.0,否,否,8
板楼,东,承德广场,7,大水晶街,102103223597,1室1厅,12,道外,简装,26.0,否,否,7
板楼,南北,太平商圈,8,刀剪小区,102103053405,2室1厅,68,道外,简装,87.0,是,否,8
板楼,西,太平商圈,7,校园小区,102102771809,1室1厅,40,道外,简装,48.0,是,否,7
板楼,东,太平商圈,8,红河六街区,102103499219,1室1厅,33.3,道外,简装,40.0,否,否,8
板楼,南北,玛克威,7,东方红小区,102103724932,2室1厅,68,道外,精装,78.0,否,否,7
板楼,南,船舶军工,8,新乐小区,102103415851,2室1厅,26.5,道外,简装,38.0,是,否,8
板楼,南北,南岗会展商圈,26,金色莱茵,102101695522,3室1厅,190,道外,精装,187.0,否,否,26
板楼,南北,承德广场,8,南和街,102103111931,1室1厅,35,道外,简装,41.0,否,否,8
板楼,南北,玛克威,8,沿江小区,102103789848,2室1厅,52,道外,简装,67.0,否,否,8
板楼,东西,先锋路商圈,7,和平小区,102103586622,2室1厅,45.8,道外,简装,64.0,否,否,7
板楼,西南,先锋路商圈,19,尚东辉煌城,102103801433,1室1厅,50,道外,毛坯,43.0,否,否,19
板楼,南北,先锋路商圈,27,尚东辉煌城,102103785103,2室1厅,69.8,道外,毛坯,104.0,否,否,27
板楼,东西,靖宇公园,7,振江小区,102101894344,2室2厅,48.8,道外,简装,71.0,否,否,7
板楼,东,玛克威,8,滨江凤凰城,102102055373,1室1厅,23,道外,简装,31.0,否,否,8
板楼,东,先锋路商圈,7,进步小区,102103946831,2室1厅,47,道外,简装,63.0,否,否,7
板楼,东,船舶军工,8,新乐小区,102101099607,1室1厅,23,道外,精装,33.0,是,否,8
板楼,南北,先锋路商圈,7,东铁花园,102103465157,2室1厅,65.8,道外,毛坯,89.0,否,否,7
板楼,西,哈东站商圈,34,地铁家园,102103578361,2室1厅,39,道外,简装,64.0,否,否,34
塔楼,南,景阳商圈,22,太古公馆,102102986392,1室1厅,35,道外,简装,40.0,否,否,22
板楼,南北,先锋路商圈,8,昆仑小区,102100880759,2室1厅,44,道外,精装,80.0,否,否,8
板楼,东西,先锋路商圈,7,红旗小区（淮河路）,102102560935,2室1厅,49,道外,简装,69.0,否,否,7
板楼,东西,先锋路商圈,7,和平小区,102101518802,2室1厅,46,道外,简装,75.0,否,否,7
板楼,西,太平商圈,7,维也纳河畔新城,102103136076,1室1厅,37,道外,毛坯,46.0,是,否,7
板楼,东,太平商圈,7,红河五街区,102102035380,2室1厅,42,道外,简装,79.0,是,否,7
板楼,西,先锋路商圈,8,进步小区,102103482294,2室1厅,39,道外,简装,68.0,否,否,8
板楼,东西,哈东站商圈,8,南直小区,102103010416,2室1厅,35,道外,简装,64.0,否,否,8
板楼,南北,玛克威,8,花园小区(道外区),102102868934,2室1厅,36,道外,精装,39.0,否,否,8
板楼,西,哈东站商圈,8,桦树小区C区,102102054522,2室1厅,26.8,道外,简装,57.0,是,否,8
板塔结合,东,先锋路商圈,8,红旗小区（淮河路）,102103807217,2室1厅,30,道外,简装,53.0,否,否,8
板楼,南北,靖宇公园,25,江尚逸品,102102564011,2室1厅,113,道外,简装,109.0,否,否,25
板楼,东,玛克威,8,滨江凤凰城,102101782832,1室1厅,41.8,道外,精装,40.0,否,否,8
板楼,南,阿拉伯广场,8,南十道街,102103918134,2室1厅,38,道外,简装,45.0,否,否,8
板楼,南北,船舶军工,7,新乐小区,102101101376,2室1厅,45,道外,简装,63.0,是,否,7
板楼,东西,玛克威,7,滨江凤凰城,102103479737,2室1厅,50,道外,简装,54.0,否,否,7
板楼,南西,太平商圈,7,维也纳河畔新城,102102536894,1室1厅,19,道外,简装,38.0,是,否,7
板塔结合,西南,玛克威,6,江畔方元,102102584482,2室1厅,50,道外,简装,60.0,否,否,6
板楼,东南,哈东站商圈,7,南棵绿荫小区一期,102102905056,2室1厅,62.8,道外,简装,88.0,是,否,7
板楼,东西,哈东站商圈,25,橄榄城,102103701294,2室1厅,110,道外,简装,99.0,是,否,25
板楼,南北,太平商圈,8,沃华水岸,102103523313,2室1厅,86,道外,简装,100.0,是,否,8
板楼,东西,先锋路商圈,7,和平小区,102103845404,2室1厅,42.5,道外,简装,69.0,否,否,7
板楼,南北西,太平商圈,6,宏图新村,102103550148,2室1厅,30.5,道外,毛坯,65.0,否,否,6
板楼,南北,太平商圈,7,校园小区,102103724476,2室1厅,64.8,道外,简装,71.0,是,否,7
板楼,南北,船舶军工,7,新乐小区,102101490960,2室1厅,34,道外,简装,43.0,是,否,7
板楼,东,景阳商圈,8,承德街373号,102101642742,1室1厅,48,道外,简装,45.0,否,否,8
板楼,西,玛克威,7,滨江新城好民居,102101959132,2室1厅,55,道外,毛坯,51.0,否,否,7
板楼,东南,先锋路商圈,7,嵩山小区,102103997393,2室1厅,46.5,道外,简装,75.0,否,否,7
板塔结合,南北,哈东站商圈,7,祥泰名苑小区,102103023923,2室1厅,46,道外,精装,53.0,是,否,7
板楼,南北,阿拉伯广场,8,长兴街,102103475933,2室1厅,46.8,道外,精装,49.0,否,否,8
板楼,东南,南马校,6,景阳街,102103541000,1室1厅,25,道外,简装,31.0,否,否,6
板楼,东,玛克威,8,滨江凤凰城,102101528817,1室0厅,23,道外,简装,27.0,否,否,8
板楼,南北,先锋路商圈,8,和平小区,102103192907,2室1厅,53,道外,简装,72.0,否,否,8
板塔结合,东,先锋路商圈,32,海都华庭,102103169595,1室1厅,66,道外,简装,62.0,否,否,32
板楼,西北,阿拉伯广场,8,长春街,102101621588,1室0厅,23.8,道外,简装,36.0,否,否,8
板楼,北南,哈东站商圈,7,龙福小区,102102614099,2室1厅,36,道外,简装,70.0,否,否,7
板楼,西,承德广场,8,南平街,102102511475,1室1厅,30,道外,简装,36.0,否,否,8
板楼,西,玛克威,6,北十七道街,102103401196,1室1厅,30,道外,简装,34.0,否,否,6
板楼,西南北西,太古商圈,7,太古新天地,102103247687,2室2厅,29.7,道外,毛坯,75.0,否,否,7
板楼,东西,承德广场,7,祥泰花园A区,102103445626,2室1厅,31.8,道外,精装,47.0,否,否,7
塔楼,西南,景阳商圈,22,五洋大厦,102102091760,2室1厅,84.8,道外,简装,115.0,否,否,22
板塔结合,南西,先锋路商圈,7,润成水云天,102103076705,1室1厅,39.8,道外,简装,43.0,否,否,7
板楼,南北,船舶军工,8,新乐小区,102103219156,2室1厅,35,道外,简装,42.0,是,否,8
板楼,南北,先锋路商圈,7,嵩山小区,102102096320,2室1厅,50,道外,简装,99.0,否,否,7
塔楼,南,景阳商圈,22,太古公馆,102102244477,2室1厅,59.8,道外,简装,74.0,否,否,22
板楼,东西,太古商圈,8,南五道街,102103975949,2室1厅,55,道外,简装,69.0,否,否,8
板楼,南西,南岗会展商圈,7,闽江小区,102102001142,2室1厅,65.8,道外,精装,53.0,否,否,7
板楼,东西,太平商圈,8,育英小区,102102125770,2室1厅,40,道外,简装,49.0,是,否,8
板楼,南北,南马校,8,西开原二道街,102103500646,2室1厅,41.5,道外,简装,47.0,否,否,8
板楼,南,阿拉伯广场,17,北兴教育园B区,102102567597,2室1厅,120,道外,简装,113.0,否,否,17
板楼,东北,先锋路商圈,13,远大中央公园,102103962155,1室1厅,88,道外,精装,69.0,否,否,13
板楼,南,先锋路商圈,17,远大中央公园,102103972108,1室1厅,97,道外,简装,77.0,否,否,17
板楼,东南,先锋路商圈,30,长江小区,102102801692,2室1厅,85,道外,精装,104.0,否,否,30
板楼,西,太平商圈,7,黎华小区,102102033243,2室1厅,28.5,道外,简装,56.0,是,否,7
板楼,南,太平商圈,8,信用小区,102103790542,2室1厅,46,道外,简装,52.0,是,否,8
塔楼,东,兆麟校,29,丰光江景,102103419216,1室1厅,57,道外,精装,54.0,否,否,29
板楼,南,太古商圈,6,新民大院,102102848342,1室1厅,23,道外,简装,33.0,否,否,6
板楼,东,南十四道街商圈,8,正大龙生家园,102103028754,2室1厅,20.5,道外,简装,51.0,否,否,8
板楼,南,承德广场,8,大水晶街,102103065545,1室1厅,17.5,道外,简装,31.0,否,否,8
板楼,南北,阿拉伯广场,8,黑航住宅小区东区,102101055966,1室1厅,21.5,道外,简装,31.0,否,否,8
板楼,西,玛克威,7,滨江新城好民居,102101959132,2室1厅,55,道外,毛坯,51.0,否,否,7
板楼,西,靖宇公园,8,皇家花园,102101395835,2室1厅,43,道外,精装,50.0,否,否,8
板楼,南北,船舶军工,7,新乐小区,102101490960,2室1厅,34,道外,简装,43.0,是,否,7
板楼,东,景阳商圈,8,承德街373号,102101642742,1室1厅,48,道外,简装,45.0,否,否,8
板楼,东,靖宇公园,8,皇家花园,102102896667,2室1厅,27.8,道外,简装,50.0,否,否,8
板塔结合,南北,哈东站商圈,7,祥泰名苑小区,102103023923,2室1厅,46,道外,精装,53.0,是,否,7
板楼,东南,先锋路商圈,7,嵩山小区,102103997393,2室1厅,46.5,道外,简装,75.0,否,否,7
板楼,东西,先锋路商圈,7,和平小区,102103845404,2室1厅,42.5,道外,简装,69.0,否,否,7
板楼,南北,太平商圈,7,校园小区,102103724476,2室1厅,64.8,道外,简装,71.0,是,否,7
板塔结合,西南,玛克威,6,江畔方元,102102584482,2室1厅,50,道外,简装,60.0,否,否,6
板楼,南西,南岗会展商圈,7,闽江小区,102102001142,2室1厅,65.8,道外,精装,53.0,否,否,7
板楼,南北,先锋路商圈,7,嵩山小区,102102096320,2室1厅,50,道外,简装,99.0,否,否,7
板楼,东西,太古商圈,8,南五道街,102103975949,2室1厅,55,道外,简装,69.0,否,否,8
板楼,西南北西,太古商圈,7,太古新天地,102103247687,2室2厅,29.7,道外,毛坯,75.0,否,否,7
板楼,东南,哈东站商圈,7,南棵绿荫小区一期,102102905056,2室1厅,62.8,道外,简装,88.0,是,否,7
板楼,东西,哈东站商圈,25,橄榄城,102103701294,2室1厅,110,道外,简装,99.0,是,否,25
板楼,南北,阿拉伯广场,8,长兴街,102103475933,2室1厅,46.8,道外,精装,49.0,否,否,8
板楼,南,玛克威,7,北十九道街,102103363351,2室0厅,20,道外,简装,42.0,否,否,7
板楼,东,玛克威,8,兴业小区(道外区),102101690462,2室1厅,37,道外,简装,47.0,否,否,8
板楼,东北,靖宇公园,31,方远滨江国际C区,102101376660,2室1厅,59,道外,精装,59.0,否,否,31
板楼,南北,南马校,8,西开原二道街,102103500646,2室1厅,41.5,道外,简装,47.0,否,否,8
板楼,南,玛克威,18,滨江新城好民居,102102564132,2室1厅,60,道外,毛坯,61.0,是,否,18
板楼,东西,阿拉伯广场,8,南八道街,102102563612,1室1厅,23.5,道外,简装,36.0,否,否,8
板楼,东西,太平商圈,8,育英小区,102102125770,2室1厅,40,道外,简装,49.0,是,否,8
板楼,南北,哈东站商圈,32,东直家园,102101932467,2室1厅,75,道外,简装,88.0,是,否,32
板楼,东,兆麟校,39,宝宇天邑澜山,102103748019,1室1厅,130,道外,简装,60.0,否,否,39
板楼,东西,先锋路商圈,6,报达文化商住小区,102103765429,2室1厅,69.8,道外,简装,72.0,否,否,6
板楼,北,南十四道街商圈,9,太古小区,102102567440,2室1厅,34.8,道外,简装,50.0,否,否,9
板楼,西东,阿拉伯广场,8,南八道街,102103011142,2室0厅,26.7,道外,毛坯,43.0,否,否,8
板楼,西东,哈东站商圈,18,梧桐郡,102103088615,2室1厅,76.8,道外,精装,75.0,否,否,18
板楼,南,先锋路商圈,7,报达文化商住小区,102102937743,2室1厅,39,道外,简装,53.0,否,否,7
板楼,东南,先锋路商圈,30,长江小区,102102801692,2室1厅,85,道外,精装,104.0,否,否,30
板楼,西,太平商圈,7,黎华小区,102102033243,2室1厅,28.5,道外,简装,56.0,是,否,7
板楼,西,阿拉伯广场,8,南十道街,102103720391,1室1厅,28.7,道外,精装,33.0,否,否,8
板楼,南,太平商圈,8,信用小区,102103790542,2室1厅,46,道外,简装,52.0,是,否,8
板楼,东,太平商圈,7,宏伟路,102102221961,1室1厅,29.7,道外,精装,38.0,是,否,7
板楼,西南,阿拉伯广场,8,航道住宅,102103430138,2室1厅,27,道外,简装,48.0,否,否,8
板楼,南北,太古商圈,8,太古新天地,102103425553,2室1厅,34,道外,简装,50.0,否,否,8
板楼,东西,先锋路商圈,7,红平小区,102102563333,2室1厅,73,道外,简装,96.0,否,否,7
板楼,西,船舶军工,8,大方里小区,102102518581,1室1厅,23,道外,简装,34.0,否,否,8
板楼,南,南十四道街商圈,9,太古小区,102102925481,1室1厅,22,道外,简装,37.0,否,否,9
板楼,西,哈东站商圈,7,哈东新区,102103052209,2室1厅,36,道外,毛坯,62.0,否,否,7
板楼,东,太平商圈,7,校园小区,102103499258,1室1厅,34.8,道外,精装,38.0,是,否,7
板楼,东西,南岗会展商圈,7,泰山小区,102102143357,2室1厅,98,道外,精装,89.0,否,否,7
板楼,南,南十四道街商圈,8,南七道街,102103131703,1室0厅,15,道外,简装,36.0,否,否,8
板楼,南北,南十四道街商圈,8,南九道街,102103915225,1室1厅,45,道外,简装,47.0,否,否,8
板楼,西,靖宇公园,8,皇家花园,102103651813,1室1厅,43.2,道外,精装,52.0,否,否,8
板楼,南北,哈东站商圈,7,南棵绿荫小区一期,102102961628,2室1厅,52,道外,简装,72.0,否,否,7
板楼,东西北,先锋路商圈,7,东铁花园,102101077973,2室1厅,61.8,道外,精装,77.0,否,否,7
板楼,西,哈东站商圈,6,三棵树十字商业街,102102122169,1室0厅,23,道外,简装,31.0,是,否,6
板楼,南,船舶军工,6,永平小区,102101418781,1室1厅,23.8,道外,毛坯,30.0,是,否,6
板楼,东南,阿拉伯广场,8,南十道街,102102205898,1室1厅,27,道外,简装,39.0,否,否,8
板楼,东西,太平商圈,8,育英小区,102101866837,2室1厅,86,道外,精装,109.0,是,否,8
板楼,东西,南十四道街商圈,9,太古小区,102103103720,1室1厅,27,道外,精装,31.0,否,否,9
板楼,南,南十四道街商圈,9,太古小区,102103142199,2室1厅,29,道外,简装,41.0,否,否,9
板楼,西,靖宇公园,31,方远滨江国际C区,102102563618,1室1厅,67.8,道外,毛坯,58.0,否,否,31
板楼,东北,先锋路商圈,6,报达文化商住小区,102102590614,2室1厅,63.8,道外,简装,73.0,否,否,6
板楼,南,玛克威,8,沿江小区,102103614769,1室1厅,45.5,道外,精装,52.0,否,否,8
板塔结合,东,先锋路商圈,7,宇轩花园一期,102103488339,2室1厅,41.5,道外,简装,50.0,否,否,7
板楼,南,南十四道街商圈,9,太古小区,102102842501,1室1厅,20.8,道外,简装,33.0,否,否,9
板楼,南,阿拉伯广场,8,黑航住宅小区东区,102103495651,2室1厅,39.5,道外,毛坯,51.0,否,否,8
板楼,东西,南十四道街商圈,9,太古小区,102102567387,2室1厅,29,道外,简装,42.0,否,否,9
板楼,西,阿拉伯广场,8,振国小区,102102563324,2室1厅,54.8,道外,精装,63.0,否,否,8
板楼,南,南十四道街商圈,9,太古小区,102103987565,1室0厅,22.8,道外,简装,32.0,否,否,9
板楼,西,先锋路商圈,7,长安城,102101230251,1室0厅,22,道外,简装,39.0,否,否,7
板楼,西,哈东站商圈,6,哈东新区,102103514798,2室1厅,40,道外,简装,55.0,否,否,6
板楼,西,哈东站商圈,34,地铁家园,102103299118,2室1厅,53.6,道外,简装,67.0,否,否,34
