ID,标题,街道,商圈,户型介绍,关注\发布,标签,总价,单价
102104137148,房子南北通透地点好，交通便利，视野好配套全必看好房,民建巷    ,  菜艺商圈 ,3室2厅 | 131.11平米 | 北 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 7天以前发布,VR房源随时看房,74.8万,5706元/平米
102104010987,海富二期标准两室明厅 可以放沙发可以放电视钻石4楼必看好房,海富山水文园二期    ,  动力区 ,2室1厅 | 82.59平米 | 南 北 西 | 精装 | 中楼层(共7层)  | 板塔结合,15人关注 / 31天以前发布,VR房源,77万,9324元/平米
102104033913,鲁商松江新城精装修无大税...........必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 119平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,3人关注 / 27天以前发布,VR房源,168万,14118元/平米
102104056154,南北通透        H格局  板正必看好房,会展家园小区    ,  南岗会展商圈 ,2室1厅 | 107平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 23天以前发布,VR房源,86.5万,8085元/平米
102104066179,4楼，没有大税，随时看房！！！必看好房,柏林四季    ,  哈尔滨新区 ,2室1厅 | 82.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 21天以前发布,VR房源,53.8万,6546元/平米
102104033913,鲁商松江新城精装修无大税...........必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 119平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,3人关注 / 27天以前发布,VR房源,168万,14118元/平米
102104066179,4楼，没有大税，随时看房！！！必看好房,柏林四季    ,  哈尔滨新区 ,2室1厅 | 82.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 21天以前发布,VR房源,53.8万,6546元/平米
102104056154,南北通透        H格局  板正必看好房,会展家园小区    ,  南岗会展商圈 ,2室1厅 | 107平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 23天以前发布,VR房源,86.5万,8085元/平米
102104051734,左岸人大之家小区，98米89万，楼层好视野开阔必看好房,左岸壹號院    ,  松北世贸大道 ,2室1厅 | 98.24平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,2人关注 / 24天以前发布,VR看装修,89万,9060元/平米
102104058701,鲁商松江新城 好楼层精装修 年限新临地铁公园必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 94平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 22天以前发布,VR房源,138万,14681元/平米
102104076950,精装轻奢婚房 5楼 南向 格局板正 拎包即住 生活便利必看好房,太原街    ,  南十四道街商圈 ,1室1厅 | 32平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,4人关注 / 19天以前发布,VR房源,28.5万,8907元/平米
102104010987,海富二期标准两室明厅 可以放沙发可以放电视钻石4楼必看好房,海富山水文园二期    ,  动力区 ,2室1厅 | 82.59平米 | 南 北 西 | 精装 | 中楼层(共7层)  | 板塔结合,15人关注 / 31天以前发布,VR房源,77万,9324元/平米
102104068859,林兴小区一楼一屋一厨，格局板正，有30米花园随时看房必看好房,林兴小区    ,  师大附小沙曼小区 ,1室0厅 | 32平米 | 东南 | 简装 | 低楼层(共8层)  | 板楼,3人关注 / 20天以前发布,VR房源,23万,7188元/平米
102104030652,恒祥城一期 2室2厅 南 北必看好房,恒祥城一期    ,  哈西商圈 ,2室2厅 | 132平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 27天以前发布,VR房源,160万,12122元/平米
102104031581,正阳南小区 南北通透  精装修 增家具家电必看好房,正阳南小区    ,  阿拉伯广场 ,2室1厅 | 43.76平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 27天以前发布,VR房源,35万,7999元/平米
102104043814,此房源格局板正 采光好 没有任何毛病必看好房,光华小区    ,  公路大桥 ,2室0厅 | 55.3平米 | 东 西 | 精装 | 低楼层(共9层)  | 板楼,5人关注 / 25天以前发布,VR房源,43.5万,7867元/平米
102104058079,房子南北通透，采光好格局好，便利出行必看好房,蓝筹七彩阳光小区    ,  太平商圈 ,2室2厅 | 105平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 22天以前发布,近地铁VR房源,115万,10953元/平米
102104013956,江边道台府 江畔方元 两室 五楼必看好房,江畔方元    ,  玛克威 ,2室1厅 | 73.54平米 | 西 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 30天以前发布,VR房源,68.8万,9356元/平米
102104090374,鲁商松江新城 无大税 铁岭 三室明厅 中间楼层精装修必看好房,鲁商·松江新城    ,  哈南商圈 ,3室2厅 | 119.34平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,2人关注 / 16天以前发布,VR房源,170万,14246元/平米
102104026831,松明街 3室1厅 南 北必看好房,松明街    ,  西大桥商圈 ,3室1厅 | 97平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 28天以前发布,VR房源,95.8万,9877元/平米
102104049738,共乐小区，价格便宜，视野开阔，位置好，看房方便必看好房,共乐小区    ,  公路大桥 ,1室1厅 | 31平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,1人关注 / 24天以前发布,VR房源,14万,4517元/平米
102104088056,香树湾 2室1厅 南 北必看好房,香树湾    ,  松北世贸大道 ,2室1厅 | 75平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,5人关注 / 17天以前发布,VR看装修,78万,10400元/平米
102104042431,西大桥汉祥街地铁站 南北朝向 两室明厅 精装中层必看好房,汉祥街东区    ,  西大桥商圈 ,2室1厅 | 56平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 25天以前发布,VR房源,49.8万,8893元/平米
102104087172,红岩47 苗圃小区2000年 中间楼层 采光好必看好房,苗圃小区    ,  西大桥商圈 ,2室1厅 | 51平米 | 东 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 17天以前发布,VR房源,94.8万,18589元/平米
102104061195,两室一厅 南北通透  通风好 采光好必看好房,木兰小区（七政街）    ,  西大桥商圈 ,2室1厅 | 46.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 22天以前发布,VR看装修,54.8万,11785元/平米
102104085994,六顺街 2室1厅 东必看好房,六顺街    ,  菜艺商圈 ,2室1厅 | 43.5平米 | 东 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 17天以前发布,VR房源,35.8万,8230元/平米
102104071657,哈西 阳光家园 两室一厅 中间层 采光好 可贷款必看好房,阳光家园二期    ,  哈西商圈 ,2室1厅 | 82平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 20天以前发布,VR房源,82万,10000元/平米
102104083372,两室一厅  可公积金  拎包入住  楼层好必看好房,红城小区    ,  先锋路商圈 ,2室1厅 | 52平米 | 东 | 简装 | 中楼层(共7层)  | 板楼,4人关注 / 18天以前发布,VR房源,30万,5770元/平米
102104036639,河梁小区3楼精装修拎包即住使用63米79.8万可谈必看好房,河梁小区    ,  群力新区 ,2室1厅 | 93平米 | 东 西 | 精装 | 中楼层(共7层)  | 板塔结合,2人关注 / 26天以前发布,VR房源,78万,8388元/平米
102104070178,房子是三楼南向，适合老人居住。07年可公积金必看好房,正基香江园    ,  南岗会展商圈 ,1室1厅 | 56平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 20天以前发布,VR房源,59.8万,10679元/平米
102104046807,学府凯德低铁 两室明厅 南北通透 精装修 拎包入住必看好房,中兴街    ,  师大附小沙曼小区 ,2室1厅 | 83平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 24天以前发布,近地铁VR房源,71.8万,8651元/平米
102104013651,大同 楼层好 通透户型 交通便利必看好房,北十七道街    ,  玛克威 ,2室1厅 | 79.6平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 30天以前发布,VR房源,60万,7538元/平米
102104058147,滨才城三期 南北向两室64米46.8万必看好房,滨才城三期    ,  哈尔滨新区 ,2室1厅 | 64平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 22天以前发布,VR房源,45万,7032元/平米
102104032011,长春街 1室1厅 西必看好房,长春街    ,  阿拉伯广场 ,1室1厅 | 32.28平米 | 西 | 简装 | 低楼层(共8层)  | 板楼,1人关注 / 27天以前发布,VR房源,24万,7435元/平米
102104021544,方远滨江国际B区 两室明厅 私产 中间楼层必看好房,方远滨江国际B区    ,  玛克威 ,2室1厅 | 98平米 | 东北 | 精装 | 中楼层(共45层)  | 板楼,1人关注 / 29天以前发布,VR房源,128万,13062元/平米
102104049556,06年房产 H户型 南北通透 两室明厅 无冷不挡必看好房,红城小区    ,  先锋路商圈 ,2室1厅 | 91平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 24天以前发布,VR房源,57.8万,6352元/平米
102104057236,2007年商品房房产年限新交通便利2楼南北通透H格局明厅必看好房,维也纳河畔新城    ,  太平商圈 ,2室1厅 | 101平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 23天以前发布,VR房源,98万,9703元/平米
102104091961,红城小区 2室2厅 北 南必看好房,红城小区    ,  先锋路商圈 ,2室2厅 | 89.44平米 | 北 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 16天以前发布,VR房源,56.8万,6351元/平米
102104061492,小区配套齐全视野开阔，无冷不挡，交通便利， 采光好必看好房,中兴家园    ,  爱建 ,2室1厅 | 85平米 | 北 西 东 | 简装 | 中楼层(共32层)  | 板塔结合,2人关注 / 22天以前发布,VR房源,97.2万,11436元/平米
102104068440,大成街 2室1厅 东 西必看好房,大成街    ,  宣西宣庆体院 ,2室1厅 | 47.36平米 | 东 西 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 21天以前发布,VR看装修,48.8万,10305元/平米
102104087335,此房南北通透，楼层好，视野好，安静 ，交通便利，必看好房,营部街    ,  海城市场商圈 ,3室1厅 | 99.8平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,4人关注 / 17天以前发布,VR房源,68万,6814元/平米
102104046514,地点好.楼层低， 交通便利，采光好必看好房,哈药路    ,  公路大桥 ,1室1厅 | 33平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 24天以前发布,VR房源,25万,7576元/平米
102104084965,龙江小区 2室1厅 南 北必看好房,龙江小区    ,  哈东站商圈 ,2室1厅 | 58.85平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 17天以前发布,VR房源,32万,5438元/平米
102104091971,南岗哈站团结萧红建筑街交通便利必看好房,建筑街    ,  团结萧红校哈站北秀宾馆 ,2室1厅 | 58.91平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 16天以前发布,近地铁VR房源,57万,9676元/平米
102104090050,此房满五唯一、单南向、交通便利、楼层低。必看好房,南极街    ,  景阳商城南极市场 ,2室1厅 | 63平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 16天以前发布,VR房源,45.8万,7270元/平米
102104057673,电梯户型，楼层好。交通方便出行便利.必看好房,八区四巷    ,  南马校 ,2室1厅 | 68平米 | 西 | 简装 | 高楼层(共17层)  | 板楼,3人关注 / 22天以前发布,VR房源,58万,8530元/平米
102104062802,会展商圈书香雅苑两室明厅H 格局中间层  光线好必看好房,书香雅苑    ,  南岗会展商圈 ,2室1厅 | 96.73平米 | 东 西 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 22天以前发布,VR房源,89万,9201元/平米
102104073285,龙跃金水湾  一室明厅  64.5万必看好房,龙跃金水湾    ,  安埠商圈 ,1室1厅 | 57平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 20天以前发布,VR房源,64.5万,11316元/平米
102104043965,阳光印象 两室明厅 采光好 朝南 看房方便必看好房,阳光印象    ,  工农大街 ,2室1厅 | 87平米 | 东 西 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 25天以前发布,VR房源,112.5万,12932元/平米
102104039177,南岗区 西大直街 和兴路 沙曼四街区 四楼必看好房,沙曼小区四街区    ,  师大附小沙曼小区 ,2室1厅 | 71.73平米 | 南 西 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 26天以前发布,VR房源,69.8万,9731元/平米
102104048813,道外，发达地区，中间楼层精装修两室房主急售必看好房,大水晶街    ,  承德广场 ,2室1厅 | 62平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,1人关注 / 24天以前发布,近地铁VR房源,44.5万,7178元/平米
102104034626,光芒街(永和街) 2室1厅 南 北必看好房,光芒街(永和街)    ,  儿童公园 ,2室1厅 | 62平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,3人关注 / 27天以前发布,VR房源,35万,5646元/平米
102104027633,楼层好视野好采光好，南北通透流通好必看好房,省委党校家属楼    ,  师大附小沙曼小区 ,2室1厅 | 119平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,4人关注 / 28天以前发布,VR房源,115万,9664元/平米
102104084139,湘江悦 1室0厅 南必看好房,湘江悦    ,  南岗会展商圈 ,1室0厅 | 40.05平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 18天以前发布,VR看装修,45.8万,11436元/平米
102104066528,哈体院十字街芦家街二楼两室南北向必看好房,宣文街    ,  宣西宣庆体院 ,2室1厅 | 56平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 21天以前发布,VR房源,42.8万,7643元/平米
102104058338,格兰云天 2室明 中间楼层 南北 视野开阔 采光好必看好房,格兰云天    ,  动力区 ,2室1厅 | 70.56平米 | 南 西 北 | 精装 | 中楼层(共18层)  | 板楼,5人关注 / 22天以前发布,VR房源,72.8万,10318元/平米
102104054926,润城水云天南北通透两室明厅电梯房采光好北边工程大学必看好房,润成水云天    ,  先锋路商圈 ,2室1厅 | 121平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,1人关注 / 23天以前发布,VR房源,149.8万,12381元/平米
102104038649,三室一厅  四楼 南北     户型好   采光好  交通方便必看好房,黑龙江工程学院家属楼    ,  太平商圈 ,3室1厅 | 95平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 26天以前发布,近地铁VR房源,72.8万,7664元/平米
102104088717,哈西 阳光家园 73米南北通透两室 精装修 拎包住必看好房,阳光家园北区    ,  哈西商圈 ,2室1厅 | 72.33平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 17天以前发布,VR房源,73.8万,10204元/平米
102104015306,工农兵四十九中三楼 南向房子 采光好必看好房,文政新区    ,  文政新区商圈 ,2室1厅 | 53平米 | 南 | 简装 | 低楼层(共9层)  | 板楼,5人关注 / 30天以前发布,VR房源,67万,12642元/平米
102104062058,军转小区低楼层交通便利二环内购物便捷必看好房,军转小区    ,  菜艺商圈 ,2室1厅 | 78平米 | 东 西 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 22天以前发布,VR房源,73.6万,9436元/平米
102104016812,滨江新城好民居，两室一厅，精装拎包即住必看好房,滨江新城好民居    ,  玛克威 ,2室1厅 | 68平米 | 东南 | 精装 | 高楼层(共19层)  | 板楼,6人关注 / 30天以前发布,近地铁VR房源,67万,9853元/平米
102104029050,哈西商圈，南郡香醍雅诺，中间楼层，采光好，视野好必看好房,南郡·香醍雅诺    ,  哈西商圈 ,2室2厅 | 124.22平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 28天以前发布,近地铁VR房源,198万,15940元/平米
102104079683,融创·四季印像 1室1厅 南必看好房,融创·四季印像    ,  省医院商圈 ,1室1厅 | 62.8平米 | 南 | 精装 | 低楼层(共49层)  | 板塔结合,4人关注 / 18天以前发布,VR房源,65万,10351元/平米
102104028784,交通便利 楼层号 有校区 采光好必看好房,菜艺街    ,  菜艺商圈 ,2室1厅 | 57平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 28天以前发布,VR房源,34.2万,6000元/平米
102104057573,哈东站地铁 交通便利 年限新 南北通透 拎包即住必看好房,祥泰名苑小区    ,  哈东站商圈 ,2室1厅 | 55.24平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 22天以前发布,近地铁VR房源,51万,9233元/平米
102104040070,正大龙生 南北通透无冷不挡 拎包入住 房主急售必看好房,正大龙生家园    ,  南十四道街商圈 ,2室1厅 | 54.06平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 26天以前发布,VR房源,49.8万,9212元/平米
102104066528,哈体院十字街芦家街二楼两室南北向必看好房,宣文街    ,  宣西宣庆体院 ,2室1厅 | 56平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 21天以前发布,VR房源,42.8万,7643元/平米
102104062058,军转小区低楼层交通便利二环内购物便捷必看好房,军转小区    ,  菜艺商圈 ,2室1厅 | 78平米 | 东 西 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 22天以前发布,VR房源,73.6万,9436元/平米
102104054926,润城水云天南北通透两室明厅电梯房采光好北边工程大学必看好房,润成水云天    ,  先锋路商圈 ,2室1厅 | 121平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,1人关注 / 23天以前发布,VR房源,149.8万,12381元/平米
102104038649,三室一厅  四楼 南北     户型好   采光好  交通方便必看好房,黑龙江工程学院家属楼    ,  太平商圈 ,3室1厅 | 95平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 26天以前发布,近地铁VR房源,72.8万,7664元/平米
102104073441,万达秀园小区 有证 满两年 支持贷款必看好房,万达·秀园    ,  松北世贸大道 ,2室1厅 | 88.07平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 20天以前发布,VR房源,118万,13399元/平米
102104077941,通达街西大直街地铁 俩室 南北通透 无冷不挡交通便利必看好房,清明六道街    ,  西大桥商圈 ,2室1厅 | 42.31平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 19天以前发布,VR房源,36.5万,8627元/平米
102104038686,师大家属楼三室一厅南北通透格局看房子方便诚心出售必看好房,师大家属楼    ,  师大附小沙曼小区 ,3室1厅 | 79.03平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,3人关注 / 26天以前发布,VR房源,178万,22524元/平米
102104023447,菜艺街五叙街3层南北 精装 万达商圈 湘江公园 香安必看好房,五叙街    ,  菜艺商圈 ,2室1厅 | 57.83平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 29天以前发布,VR房源,51.6万,8923元/平米
102104047729,南北通透，格局好户型板正，不顶不底，前后无档必看好房,红星威尼斯庄园    ,  松北世贸大道 ,3室1厅 | 103.34平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 24天以前发布,VR房源,112万,10839元/平米
102104059400,东鸿艺境 58.00m² 56万 格局好 楼层好 采光充足必看好房,东鸿艺境    ,  永泰商圈 ,1室1厅 | 57.63平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 22天以前发布,VR房源,58万,10065元/平米
102104089188,会展商圈 两室明厅 二楼三阳房 精装修必看好房,红旗小区（淮河路）    ,  先锋路商圈 ,2室1厅 | 59平米 | 南 | 精装 | 低楼层(共8层)  | 板楼,5人关注 / 17天以前发布,VR房源,58.8万,9967元/平米
102104101841,红旗新区 3楼南北 精装两室 采光好户型规整必看好房,红旗示范新区    ,  南岗会展商圈 ,2室1厅 | 51平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 14天以前发布,VR房源,75.8万,14863元/平米
102104112175,红星凯悦 2室1厅 南必看好房,红星凯悦    ,  王岗商圈 ,2室1厅 | 80平米 | 南 | 其他 | 中楼层(共14层)  | 板楼,1人关注 / 12天以前发布,VR房源,67万,8375元/平米
102104100847,建国公园 建国街 两居室明厅低楼层 居家装修拎包即住必看好房,建国街    ,  建国公园 ,2室1厅 | 80.53平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 14天以前发布,VR房源,65万,8072元/平米
102104111887,木兰小区（七政街） 2室1厅 南 北必看好房,木兰小区（七政街）    ,  西大桥商圈 ,2室1厅 | 50.55平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 12天以前发布,VR房源,75万,14837元/平米
102104106327,满五唯一 通透户型 楼层适中 看房方便 价格可谈必看好房,民众小区    ,  西大桥商圈 ,2室1厅 | 87.54平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 13天以前发布,VR房源,69万,7883元/平米
102103273567,南北通透  两室明厅 格局方正 采光好通风必看好房,世纪花园B区    ,  松北世贸大道 ,2室1厅 | 101.48平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,10人关注 / 7个月以前发布,VR看装修,113万,11136元/平米
102104103759,十字街 1室1厅 南 东必看好房,十字街    ,  宣西宣庆体院 ,1室1厅 | 43平米 | 南 东 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 14天以前发布,VR房源,30万,6977元/平米
102104099024,宏伟嘉园南区 2室1厅 东 西 北必看好房,宏伟嘉园南区    ,  先锋路商圈 ,2室1厅 | 61.29平米 | 东 西 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 15天以前发布,VR房源,48万,7832元/平米
102104114422,安平街 2室0厅 南必看好房,安平街    ,  安字片 ,2室0厅 | 41.27平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 12天以前发布,VR房源,28万,6785元/平米
102103949581,此房格局好 视野宽阔 采光充足必看好房,征跃小区    ,  哈南商圈 ,2室1厅 | 68.8平米 | 东南 | 精装 | 高楼层(共24层)  | 板楼,5人关注 / 1个月以前发布,VR看装修,56万,8140元/平米
102104098978,户型方正，采光充足，视野宽阔，交通方便必看好房,果园星城E区    ,  安埠商圈 ,2室1厅 | 55平米 | 东 西 | 其他 | 中楼层(共8层)  | 板塔结合,5人关注 / 15天以前发布,VR房源,43万,7819元/平米
102104100892,钻石湾 2室1厅 南 北必看好房,钻石湾    ,  松北世贸大道 ,2室1厅 | 105平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 14天以前发布,VR房源,140万,13334元/平米
102104108881,新发小区 使用33米 通透户型 婚装 拎包既住必看好房,新发小区D区    ,  新发小区大润发 ,2室1厅 | 42平米 | 东 西 | 其他 | 中楼层(共9层)  | 板楼,2人关注 / 13天以前发布,VR房源,46.8万,11143元/平米
102104105064,红岩 47 通透户型 两室 无冷不挡必看好房,苗圃小区    ,  西大桥商圈 ,2室1厅 | 62平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,3人关注 / 14天以前发布,VR房源,93万,15000元/平米
102104095003,封闭小区，人车分流，精装修，一线观江必看好房,丽兹·江畔    ,  玛克威 ,2室1厅 | 116.86平米 | 南 北 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 16天以前发布,VR房源,165万,14120元/平米
102104112652,河畔花园小区 两室一厅 电话预约可随时看房必看好房,河畔花园小区    ,  动力区 ,2室1厅 | 88.96平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 12天以前发布,VR房源,62万,6970元/平米
102104122401,精装修 从未出租 拎包即住 看房提前联系。必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 118平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 10天以前发布,VR房源,162万,13729元/平米
102102870226,南北通透 两室一厅 拎包即住 中间楼层 无大税可贷款必看好房,新华小区(道里区)    ,  顾乡大街 ,2室1厅 | 66.55平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,7人关注 / 10个月以前发布,VR看装修,53万,7964元/平米
102103893811,经典户型  中间楼层  两室一厅必看好房,海富山水文园二期    ,  动力区 ,2室1厅 | 70.45平米 | 东 西 | 简装 | 中楼层(共7层)  | 板塔结合,7人关注 / 1个月以前发布,VR看装修,63万,8943元/平米
102104103119,水院小区 公积金    南北 清滨公园 看房方便必看好房,水院小区    ,  师大附小沙曼小区 ,2室1厅 | 94平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 14天以前发布,VR房源,198万,21064元/平米
102104113451,南通通透全明户型 采光好装修好必看好房,恒盛皇家花园    ,  群力新区 ,2室2厅 | 104.7平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,3人关注 / 12天以前发布,VR房源,175万,16715元/平米
102104112652,河畔花园小区 两室一厅 电话预约可随时看房必看好房,河畔花园小区    ,  动力区 ,2室1厅 | 88.96平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 12天以前发布,VR房源,62万,6970元/平米
102104122401,精装修 从未出租 拎包即住 看房提前联系。必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 118平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 10天以前发布,VR房源,162万,13729元/平米
102104104745,清河湾电梯15楼80米就卖69万两室明厅没大税产权清晰必看好房,清河湾小区    ,  顾乡凯德广场 ,2室1厅 | 79.36平米 | 东 北 | 简装 | 中楼层(共25层)  | 板楼,7人关注 / 14天以前发布,VR房源,69万,8695元/平米
102103522514,哈西 金域蓝城深蓝杰座 花园六九 两室明厅 免费车位必看好房,金域蓝城    ,  哈西商圈 ,2室1厅 | 103.81平米 | 南 北 | 精装 | 高楼层(共29层)  | 板楼,1人关注 / 5个月以前发布,VR看装修,163万,15702元/平米
102104097553,鲁商松江新城 铁岭校区 南北通透   视野无遮挡必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 94平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼,1人关注 / 15天以前发布,VR房源,110万,11703元/平米
102104112807,巴山街 2室1厅 南必看好房,巴山街    ,  革新教堂 ,2室1厅 | 60平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 12天以前发布,VR房源,40万,6667元/平米
102104113565,建国街 建国公园 一室明厅 南向精装修 低楼层必看好房,建国北四道街    ,  公路大桥 ,1室1厅 | 44.7平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 12天以前发布,VR房源,37万,8278元/平米
102103919717,香山小区 优质小户型南北通透两室一厅格局好楼层好必看好房,香山小区    ,  尚志公园 ,2室1厅 | 49.51平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,VR房源,51.8万,10463元/平米
102102997605,哈轴红旗小区，1楼南向，建筑45米报价32.8万必看好房,哈轴红旗小区    ,  龙塔 ,1室1厅 | 43.05平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,3人关注 / 9个月以前发布,VR看装修,34.5万,8014元/平米
102103803015,中山花园 5楼 两室明厅 使用70米 通透户型必看好房,中山花园    ,  海城市场商圈 ,2室1厅 | 102.82平米 | 东 西 | 简装 | 中楼层(共9层)  | 板塔结合,10人关注 / 3个月以前发布,VR看装修,99万,9629元/平米
102103941344,理想之城 纵贯0451 南驱哈西 北贯群力 为你而作！！！必看好房,理想0451    ,  工农大街 ,2室2厅 | 91.08平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 1个月以前发布,VR房源,118万,12956元/平米
102104117582,东关一品 九楼 无大税 可贷款必看好房,绿波东关一品    ,  阿城商圈 ,2室1厅 | 98平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,1人关注 / 11天以前发布,VR看装修,56万,5715元/平米
102104118813,仁里兴业高层南向 一室明厅 无遮挡视野好必看好房,仁里兴业    ,  玛克威 ,1室1厅 | 58.71平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,1人关注 / 11天以前发布,VR房源,65万,11072元/平米
